OBJECTID,stop_id,station_id,location_type,stop_name,agency_id,agency_name,route_short_name,route_type,tod_tier,x,y
637,64740,PS_BRNM,0,Branham Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.85938,37.2673
638,65379,PS_CMBL,0,Campbell Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.94303,37.2859
639,65386,PS_CMBL,0,Campbell Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.94339,37.28548
640,64741,PS_CPTL,0,Capitol Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.86327,37.27529
641,64780,PS_CPTL,0,Capitol Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.86296,37.2739
642,64800,PS_CHMP,0,Champion Station,SC,VTA,"Green Line, GreenN, Orange Line, OrangeE",0,Tier 2,-121.95194,37.4089
643,64807,PS_CHMP,0,Champion Station,SC,VTA,"Green Line, GreenN, Orange Line, OrangeE",0,Tier 2,-121.95262,37.40942
644,64776,PS_CDMS,0,Children's Discovery Museum Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.89311,37.32722
645,64745,PS_CDMS,0,Children's Discovery Museum Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.89366,37.32776
646,64802,PS_CISC,0,Cisco Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.92831,37.41235
647,64805,PS_CISC,0,Cisco Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.92905,37.41266
648,64751,PS_CIVC,0,Civic Center Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.90243,37.35202
649,64770,PS_CIVC,0,Civic Center Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.90196,37.35138
650,64755,PS_COMP,0,Component Station,SC,VTA,"Blue Line, Green Line, GreenN",0,Tier 2,-121.92578,37.38348
651,64766,PS_COMP,0,Component Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.92476,37.38194
652,64775,PS_CONV,0,Convention Center Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.89054,37.32981
653,64746,PS_CONV,0,Convention Center Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.88975,37.33017
654,64784,PS_CTTL,0,Cottle Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.80225,37.24251
655,64737,PS_CTTL,0,Cottle Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.80316,37.24273
656,65237,PS_CROP,0,Cropley Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.88107,37.40264
657,65248,PS_CROP,0,Cropley Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.88308,37.40401
658,64814,PS_CRSS,0,Crossman Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.0117,37.40947
659,64793,PS_CRSS,0,Crossman Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.01118,37.40884
660,64742,PS_CURT,0,Curtner Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.8727,37.29395
661,64779,PS_CURT,0,Curtner Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.87234,37.29304
662,64813,PS_FAIR,0,Fair Oaks Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.00955,37.40278
663,64794,PS_FAIR,0,Fair Oaks Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.00864,37.40258
664,65376,PS_FRTD,0,Fruitdale Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.91802,37.31048
665,65383,PS_FRTD,0,Fruitdale Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.91848,37.31012
666,64769,PS_GISH,0,Gish Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.9091,37.36094
667,64752,PS_GISH,0,Gish Station,SC,VTA,"Blue Line, Green Line, GreenN",0,Tier 2,-121.91016,37.36254
668,64798,PS_GRAM,0,Great America Station,SC,VTA,"Green Line, Orange Line, OrangeW",0,Tier 2,-121.97406,37.40355
669,64809,PS_GRAM,0,Great America Station,SC,VTA,"Green Line, Orange Line, OrangeW",0,Tier 2,-121.97491,37.40347
670,65250,PS_GRML,0,Great Mall Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.90212,37.41439
671,65235,PS_GRML,0,Great Mall Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.90143,37.41392
672,65378,PS_HAML,0,Hamilton Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.93617,37.29406
673,65385,PS_HAML,0,Hamilton Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.93658,37.29369
674,65238,PS_HOST,0,Hostetter Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.87029,37.39565
675,65247,PS_HOST,0,Hostetter Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.86963,37.39512
676,64750,PS_JAPN,0,Japantown/Ayer Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.89756,37.34556
677,64771,PS_JAPN,0,Japantown/Ayer Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.89712,37.34496
678,64767,PS_KRNA,0,Karina Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.91932,37.37461
679,64754,PS_KRNA,0,Karina Station,SC,VTA,"Blue Line, Green Line, GreenN",0,Tier 2,-121.92041,37.37628
680,64799,PS_LICK,0,Lick Mill Station,SC,VTA,"Green Line, GreenN, Orange Line, OrangeE",0,Tier 2,-121.96292,37.4078
681,64808,PS_LICK,0,Lick Mill Station,SC,VTA,"Green Line, GreenN, Orange Line, OrangeE",0,Tier 2,-121.96368,37.40762
682,64816,PS_LOCK,0,Lockheed Martin Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.02713,37.4094
683,64791,PS_LOCK,0,Lockheed Martin Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.02689,37.41005
684,65241,PS_MKEE,0,Mckee Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.84404,37.37106
685,65244,PS_MKEE,0,Mckee Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.84548,37.37265
686,64768,PS_METR,0,Metro/Airport Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.91488,37.36866
687,64753,PS_METR,0,Metro/Airport Station,SC,VTA,"Blue Line, Green Line, GreenN",0,Tier 2,-121.91599,37.37036
688,64818,PS_MIDD,0,Middlefield Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.05221,37.39543
689,64789,PS_MIDD,0,Middlefield Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.05196,37.39607
690,65024,PS_MOFF,0,Moffett Park Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.03433,37.40244
691,65023,PS_MOFF,0,Moffett Park Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.03346,37.40237
692,64733,PS_OHLO,0,Ohlone-Chynoweth Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.86028,37.25742
693,64731,PS_OHLO,0,Ohlone-Chynoweth Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.85967,37.25799
694,64797,PS_OLDI,0,Old Ironsides Station,SC,VTA,"Green Line, Orange Line, OrangeW",0,Tier 2,-121.97887,37.4033
695,64810,PS_OLDI,0,Old Ironsides Station,SC,VTA,"Green Line, Orange Line, OrangeW",0,Tier 2,-121.97986,37.40331
696,64764,PS_ORCH,0,Orchard Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.93384,37.39408
697,64757,PS_ORCH,0,Orchard Station,SC,VTA,"Blue Line, Green Line, GreenN",0,Tier 2,-121.93487,37.39573
698,65240,PS_PENC,0,Penitencia Creek Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.85442,37.38096
699,65245,PS_PENC,0,Penitencia Creek Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.8554,37.38202
700,65382,PS_RACE,0,Race Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.91075,37.31715
701,65375,PS_RACE,0,Race Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.91031,37.31757
702,64796,PS_REAM,0,Reamwood Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-121.98741,37.40351
703,64811,PS_REAM,0,Reamwood Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-121.98966,37.40357
704,64763,PS_ROAK,0,River Oaks Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.93897,37.40119
705,64758,PS_ROAK,0,River Oaks Station,SC,VTA,"Blue Line, Green Line, GreenN",0,Tier 2,-121.94003,37.40285
706,64749,mtc:saint-james-eb,0,Saint James Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.89218,37.3384
707,64772,mtc:saint-james-wb,0,Saint James Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.89081,37.33836
708,64774,mtc:san-antonio-wb,0,San Antonio Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.88719,37.33348
709,64747,mtc:san-antonio-eb,0,San Antonio Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.88798,37.33278
710,65388,PS_SFND,0,San Fernando Station,SC,VTA,"Green Line, GreenN",0,Tier 2,-121.89812,37.33037
711,65389,PS_SFND,0,San Fernando Station,SC,VTA,"Green Line, GreenN",0,Tier 2,-121.89905,37.33025
712,64748,mtc:santa-clara-eb,0,Santa Clara Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.89035,37.33592
713,64773,mtc:santa-clara-wb,0,Santa Clara Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.88891,37.3358
714,64736,PS_TRSA,0,Santa Teresa Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.78914,37.23667
715,64785,PS_TRSA,0,Santa Teresa Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.78949,37.23597
716,64738,PS_SNLL,0,Snell Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.83134,37.24806
717,64783,PS_SNLL,0,Snell Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.83055,37.24764
718,64743,PS_TAMN,0,Tamien Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.88481,37.31193
719,64778,PS_TAMN,0,Tamien Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.8843,37.31126
720,64762,PS_TASM,0,Tasman Station,SC,VTA,"Blue Line, BlueS, Green Line, GreenN",0,Tier 2,-121.944,37.40806
721,64759,PS_TASM,0,Tasman Station,SC,VTA,"Blue Line, Green Line, GreenN",0,Tier 2,-121.94446,37.40867
722,64795,PS_VIEN,0,Vienna Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-121.99825,37.40335
723,64812,PS_VIEN,0,Vienna Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.00087,37.4034
724,64744,PS_VIRG,0,Virginia Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.8901,37.31983
725,64777,PS_VIRG,0,Virginia Station,SC,VTA,"Blue Line, BlueS",0,Tier 2,-121.88995,37.31916
726,64788,PS_WHIS,0,Whisman Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.05822,37.3922
727,64819,PS_WHIS,0,Whisman Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.059,37.39177
728,65380,PS_WINC,0,Winchester Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.94791,37.27961
729,65387,PS_WINC,0,Winchester Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.94831,37.27918
730,70021,22nd_street,0,22nd Street Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.39188,37.7576
731,70022,22nd_street,0,22nd Street Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.3924,37.75758
732,70031,bayshore,0,Bayshore Caltrain Station Northbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.40159,37.70954
733,70032,bayshore,0,Bayshore Caltrain Station Southbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.40198,37.70954
734,70121,belmont,0,Belmont Caltrain Station Northbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.27574,37.52089
735,70122,belmont,0,Belmont Caltrain Station Southbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.27582,37.52084
736,70081,burlingame,0,Burlingame Caltrain Station Northbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.3449,37.5802
737,70082,burlingame,0,Burlingame Caltrain Station Southbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.34507,37.58019
738,70191,california_ave,0,California Avenue Caltrain Station Northbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-122.14193,37.42936
739,70192,california_ave,0,California Avenue Caltrain Station Southbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-122.14198,37.42933
740,70101,hayward_park,0,Hayward Park Caltrain Station Northbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.30934,37.55294
741,70102,hayward_park,0,Hayward Park Caltrain Station Southbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.30961,37.55299
742,70111,hillsdale,0,Hillsdale Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.3015,37.54261
743,70112,hillsdale,0,Hillsdale Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.30167,37.54254
744,70231,lawrence,0,Lawrence Caltrain Station Northbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-121.99711,37.3706
745,70232,lawrence,0,Lawrence Caltrain Station Southbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-121.99714,37.37048
746,70161,menlo_park,0,Menlo Park Caltrain Station Northbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-122.1823,37.45486
747,70162,menlo_park,0,Menlo Park Caltrain Station Southbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-122.18241,37.45475
748,70141,redwood_city,0,Redwood City Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.23194,37.48616
749,70142,redwood_city,0,Redwood City Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.232,37.4861
750,70201,san_antonio,0,San Antonio Caltrain Station Northbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-122.107,37.40733
751,70202,san_antonio,0,San Antonio Caltrain Station Southbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-122.10712,37.40724
752,70051,san_bruno,0,San Bruno Caltrain Station Northbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.41159,37.6305
753,70052,san_bruno,0,San Bruno Caltrain Station Southbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.41171,37.63046
754,70131,san_carlos,0,San Carlos Caltrain Station Northbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.26015,37.50805
755,70132,san_carlos,0,San Carlos Caltrain Station Southbound,CT,Caltrain,"Local Weekday, Local Weekend",2,Tier 1,-122.26027,37.50793
756,70091,san_mateo,0,San Mateo Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.32385,37.56809
757,70092,san_mateo,0,San Mateo Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.32409,37.56829
758,70041,south_sf,0,South San Francisco Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.40498,37.65594
759,70042,south_sf,0,South San Francisco Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.40498,37.65594
760,70221,sunnyvale,0,Sunnyvale Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.03137,37.37892
761,70222,sunnyvale,0,Sunnyvale Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.03142,37.37879
762,70271,tamien,0,Tamien Caltrain Station Northbound,CT,Caltrain,"Local Weekday, Local Weekend, South County",2,Tier 1,-121.88372,37.31174
763,70272,tamien,0,Tamien Caltrain Station Southbound,CT,Caltrain,"Local Weekday, Local Weekend, South County",2,Tier 1,-121.884,37.31175
764,mtc:executive-park,mtc:executive-park,0,Executive Park BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.3947654,37.7106222
765,mtc:harney-jamestown,mtc:harney-jamestown,0,Harney-Jamestown BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.386375,37.71105024
766,mtc:spear-blandy,mtc:spear-blandy,0,Spear-Blandy BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.3646286,37.72625116
767,New_Southfront_ValleyLInk,New_Southfront_ValleyLInk,0,Southfront Valley Link (Future),VL,Valley Link,,,Tier 1,-121.730778,37.70607056
768,New_Isabel_ValleyLink,New_Isabel_ValleyLink,0,Isabel Valley Link (Future),VL,Valley Link,,,Tier 1,-121.7997364,37.70081718
769,New_DublinPleasanton_ValleyLink,New_DublinPleasanton_ValleyLink,0,Dublin/Pleasanton Valley Link (Future),VL,Valley Link,,,Tier 1,-121.8979533,37.70124669
770,PS_ERTC,PS_ERTC,0,Eastridge Transit Center,SC,VTA,,,Tier 2,-121.81091,37.32741
771,New_VTA_StoryRd_LRT_Station,New_VTA_StoryRd_LRT_Station,0,Story Road,SC,VTA,,,Tier 2,-121.8269544,37.35086416
772,Future_BART_Station_28thSt,Future_BART_Station_28thSt,0,28th Street/Littl Portugal (Future),BA,BART,,,Tier 1,-121.864162,37.34874892
773,mtc:salesforce-transit-center1,mtc:salesforce-transit-center,0,mtc:salesforce-transit-center,CT,CT,,,Tier 1,-122.39736,37.78876
774,Future_BART_Station_Diridon1,Future_BART_Station_Diridon,0,Diridon BART (Future),BA,Bay Area Rapid Transit,,,Tier 1,-121.9017401,37.33158657
775,Future_BART_Station_DowntownSanJose1,Future_BART_Station_DowntownSanJose,0,Downtown San Jose BART (Future),BA,BA,,,Tier 1,-121.890564,37.33616649
776,Future_BART_Station_Irvington1,Future_BART_Station_Irvington,0,Irvington BART (Future),BA,BA,,,Tier 1,-121.9535513,37.53090956
777,Future_BART_Station_SantaClara1,Future_BART_Station_SantaClara,0,Santa Clara BART (Future),BA,BA,,,Tier 1,-121.9364087,37.35458345
778,mtc:future-brt-spear-cochrane,mtc:future-brt-station-spear-cochrane,0,Spear Ave & Cochrane St BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.3672915,37.72555483
779,mtc:future-brt-crispt,mtc:future-brt-station-crisp,0,Crisp Rd BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.3726914,37.72575102
780,mtc:future-brt-fitch-quesanda, mtc:future-brt-station-fitch-quesanda,0,Fitch St & Quesanda Ave BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.378415,37.72594832
781,mtc:future-brt-donner-arelious-walker, mtc:future-brt-station-donner-arelious-walker,0,Donner Ave & Arelious Walker Dr BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.3846108,37.71906851
782,mtc:future-brt-donner-harney, mtc:future-brt-station-donner-harney,0,Donner Ave & Harney Way BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.3804617,37.71683676
783,mtc:future-brt-ingerson-harney, mtc:future-brt-station-ingerson-harney,0,Ingerson Ave & Harney Way BRT Stop (Future),SF,San Francisco Municipal Transportation Agency,,,Tier 2,-122.3834102,37.71360746
784,59555,mtc:station_bancroft_college,0,Bancroft Way & College Ave,AC,AC TRANSIT,,3,Tier 2,-122.2552136,37.86928144
