OBJECTID,stop_id,station_id,location_type,stop_name,agency_id,agency_name,route_short_name,route_type,tod_tier,x,y
1,16995,mtc:powell,0,Metro Powell Station/Outbound,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.40782,37.7843
2,15417,mtc:powell,0,Metro Powell Station/Downtown,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.40709,37.78465
3,70011,mtc:caltrain-4th-&-king,0,San Francisco Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.39499,37.77639
4,70012,mtc:caltrain-4th-&-king,0,San Francisco Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.39494,37.77635
5,70172,mtc:palo-alto-station,0,Palo Alto Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.1647,37.4434
6,70171,mtc:palo-alto-station,0,Palo Alto Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.16466,37.44344
7,16992,mtc:embarcadero-bart,0,Metro Embarcadero Station,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.39682,37.79285
8,16997,mtc:civic-center-bart,0,Metro Civic Center Station/Outbd,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.41422,37.77924
9,15727,mtc:civic-center-bart,0,Metro Civic Center Station/Downtn,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.41335,37.77971
10,16994,mtc:montgomery-bart,0,Metro Montgomery Station/Outbound,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.40213,37.78879
11,15731,mtc:montgomery-bart,0,Metro Montgomery Station/Downtown,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.40135,37.78922
12,64821,mtc:mountain-view-station,0,Mountain View Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.07683,37.39495
13,64786,mtc:mountain-view-station,0,Mountain View Station,SC,VTA,"Orange Line, OrangeW",0,Tier 2,-122.07759,37.3953
14,70211,mtc:mountain-view-station,0,Mountain View Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.07596,37.39446
15,70212,mtc:mountain-view-station,0,Mountain View Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.07599,37.3944
16,65381,mtc:san-jose-diridon-station,0,Diridon Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.90357,37.3283
17,65374,mtc:san-jose-diridon-station,0,Diridon Station,SC,VTA,"Green Line, GreenN, GreenS",0,Tier 2,-121.90351,37.32895
18,70262,mtc:san-jose-diridon-station,0,San Jose Diridon Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend, South County",2,Tier 1,-121.90317,37.32923
19,70261,mtc:san-jose-diridon-station,0,San Jose Diridon Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend, South County",2,Tier 1,-121.90301,37.32924
20,70241,mtc:santa-clara-caltrain,0,Santa Clara Caltrain Station Northbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-121.93608,37.35324
21,70242,mtc:santa-clara-caltrain,0,Santa Clara Caltrain Station Southbound,CT,Caltrain,"Limited, Local Weekday, Local Weekend",2,Tier 1,-121.93613,37.35319
22,17217,mtc:embarcadero-bart,0,Metro Embarcadero Station,SF,San Francisco Municipal Transportation Agency,"J, K, L, M, N",0,Tier 2,-122.39704,37.79277
23,902202,mtc:fruitvale,0,Fruitvale,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Orange-N",1,Tier 1,-122.22407,37.77487
24,902201,mtc:fruitvale,0,Fruitvale,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Orange-S",1,Tier 1,-122.22412,37.77482
25,901902,mtc:daly-city-bart,0,Daly City,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.46885,37.70623
26,901901,mtc:daly-city-bart,0,Daly City,BA,Bay Area Rapid Transit,"Blue-N, Blue-S, Green-N, Green-S",1,Tier 1,-122.46892,37.70626
27,901903,mtc:daly-city-bart,0,Daly City,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.46899,37.7063
28,902802,mtc:union-city-bart,0,Union City,BA,Bay Area Rapid Transit,"Green-S, Orange-N",1,Tier 1,-122.01723,37.59076
29,902801,mtc:union-city-bart,0,Union City,BA,Bay Area Rapid Transit,"Green-N, Orange-S",1,Tier 1,-122.01729,37.59071
30,909201,mtc:warm-springs-south-fremont-bart,0,Warm Springs / South Fremont,BA,Bay Area Rapid Transit,"Green-N, Orange-S",1,Tier 1,-121.93946,37.50227
31,906403,mtc:millbrae-bart,0,Millbrae (Caltrain Transfer Platform),BA,Bay Area Rapid Transit,"Red-N, Red-S, Yellow-N, Yellow-S",1,Tier 1,-122.38684,37.6002
32,902301,mtc:oakland-coliseum-bart,0,Coliseum,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Orange-S",1,Tier 1,-122.19676,37.75356
33,901162,mtc:embarcadero-bart,0,Embarcadero,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.397,37.79269
34,901401,mtc:civic-center-bart,0,Civic Center / UN Plaza,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.41388,37.77945
35,901202,mtc:montgomery-bart,0,Montgomery Street,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.40151,37.78912
36,905301,mtc:dublin-pleasanton-bart,0,Dublin / Pleasanton,BA,Bay Area Rapid Transit,Blue-N,1,Tier 1,-121.89924,37.70161
37,901302,mtc:powell,0,Powell Street,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.40716,37.78457
38,909202,mtc:warm-springs-south-fremont-bart,0,Warm Springs / South Fremont,BA,Bay Area Rapid Transit,"Green-S, Orange-N",1,Tier 1,-121.93936,37.50231
39,902302,mtc:oakland-coliseum-bart,0,Coliseum,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Orange-N",1,Tier 1,-122.1967,37.7536
40,901161,mtc:embarcadero-bart,0,Embarcadero,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.39708,37.79279
41,901402,mtc:civic-center-bart,0,Civic Center / UN Plaza,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.4138,37.77938
42,901201,mtc:montgomery-bart,0,Montgomery Street,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.40164,37.78921
43,905302,mtc:dublin-pleasanton-bart,0,Dublin / Pleasanton,BA,Bay Area Rapid Transit,"Blue-N, Blue-S",1,Tier 1,-121.89924,37.70169
44,901301,mtc:powell,0,Powell Street,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.40738,37.78465
45,900301,mtc:macarthur-bart,0,MacArthur,BA,Bay Area Rapid Transit,"Orange-N, Red-N",1,Tier 1,-122.26698,37.82879
46,900303,mtc:macarthur-bart,0,MacArthur,BA,Bay Area Rapid Transit,Yellow-N,1,Tier 1,-122.26708,37.8288
47,900304,mtc:macarthur-bart,0,MacArthur,BA,Bay Area Rapid Transit,Yellow-S,1,Tier 1,-122.26716,37.82881
48,900302,mtc:macarthur-bart,0,MacArthur,BA,Bay Area Rapid Transit,"Orange-S, Red-S",1,Tier 1,-122.26726,37.82883
51,70062,mtc:millbrae-bart,0,Millbrae Caltrain Station Southbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.38683,37.5998
52,70061,mtc:millbrae-bart,0,Millbrae Caltrain Station Northbound,CT,Caltrain,"Express, Limited, Local Weekday, Local Weekend",2,Tier 1,-122.38671,37.59986
53,909401,mtc:great-mall-milpitas-bart,0,Milpitas,BA,Bay Area Rapid Transit,"Green-N, Orange-S",1,Tier 1,-121.89088,37.40981
54,909402,mtc:great-mall-milpitas-bart,0,Milpitas,BA,Bay Area Rapid Transit,"Green-S, Orange-N",1,Tier 1,-121.8908,37.40984
55,65249,mtc:great-mall-milpitas-bart,0,Milpitas Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.89136,37.40895
56,65236,mtc:great-mall-milpitas-bart,0,Milpitas Station,SC,VTA,"Orange Line, OrangeE",0,Tier 2,-121.89062,37.40855
57,900102,mtc:12th-st-oakland-city-center-bart,0,12th Street / Oakland City Center,BA,Bay Area Rapid Transit,"Orange-S, Red-S, Yellow-S",1,Tier 1,-122.27159,37.80358
58,900103,mtc:12th-st-oakland-city-center-bart,0,12th Street / Oakland City Center,BA,Bay Area Rapid Transit,Yellow-N,1,Tier 1,-122.27169,37.80351
59,900101,mtc:12th-st-oakland-city-center-bart,0,12th Street / Oakland City Center,BA,Bay Area Rapid Transit,"Orange-N, Red-N",1,Tier 1,-122.27165,37.80347
60,900203,mtc:19th-st-oakland-bart,0,19th Street Oakland,BA,Bay Area Rapid Transit,Yellow-N,1,Tier 1,-122.26882,37.8081
61,900202,mtc:19th-st-oakland-bart,0,19th Street Oakland,BA,Bay Area Rapid Transit,"Orange-S, Red-S, Yellow-S",1,Tier 1,-122.26868,37.80813
62,900201,mtc:19th-st-oakland-bart,0,19th Street Oakland,BA,Bay Area Rapid Transit,"Orange-N, Red-N",1,Tier 1,-122.26872,37.80806
63,902303,mtc:oakland-coliseum-bart,0,Coliseum - OAC,BA,Bay Area Rapid Transit,"Grey-N, Grey-S",1,Tier 1,-122.19627,37.75223
64,901502,901509,0,16th Street / Mission,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.41968,37.76518
65,901501,901509,0,16th Street / Mission,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.41975,37.76518
66,901602,901609,0,24th Street / Mission,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.41845,37.75243
67,901601,901609,0,24th Street / Mission,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.41852,37.75242
68,904102,904109,0,Ashby,BA,Bay Area Rapid Transit,"Orange-S, Red-S",1,Tier 1,-122.26982,37.85309
69,904101,904109,0,Ashby,BA,Bay Area Rapid Transit,"Orange-N, Red-N",1,Tier 1,-122.26975,37.85307
70,901801,901809,0,Balboa Park,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.44751,37.72176
71,901802,901809,0,Balboa Park,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.44743,37.72175
72,902502,902509,0,Bay Fair,BA,Bay Area Rapid Transit,"Blue-N, Blue-S, Green-S, Orange-N",1,Tier 1,-122.12643,37.69694
73,902501,902509,0,Bay Fair,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Orange-S",1,Tier 1,-122.12649,37.69689
74,909502,909509,0,Berryessa / North San Jose,BA,Bay Area Rapid Transit,"Orange-N, Orange-S",1,Tier 1,-121.87466,37.3685
75,909501,909509,0,Berryessa / North San Jose,BA,Bay Area Rapid Transit,"Green-N, Green-S",1,Tier 1,-121.87476,37.36847
78,906101,906109,0,Colma,BA,Bay Area Rapid Transit,"Red-S, Yellow-S",1,Tier 1,-122.46617,37.68464
79,906102,906109,0,Colma,BA,Bay Area Rapid Transit,"Red-N, Yellow-N",1,Tier 1,-122.46612,37.68469
80,904201,904209,0,Downtown Berkeley,BA,Bay Area Rapid Transit,"Orange-N, Red-N",1,Tier 1,-122.26808,37.87012
81,904202,904209,0,Downtown Berkeley,BA,Bay Area Rapid Transit,"Orange-S, Red-S",1,Tier 1,-122.26817,37.87011
82,902901,902909,0,Fremont,BA,Bay Area Rapid Transit,"Green-N, Orange-S",1,Tier 1,-121.97666,37.55746
83,902902,902909,0,Fremont,BA,Bay Area Rapid Transit,"Green-S, Orange-N",1,Tier 1,-121.97661,37.55751
84,901701,901709,0,Glen Park,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.43356,37.73327
85,901702,901709,0,Glen Park,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.4335,37.73321
86,902601,902609,0,Hayward,BA,Bay Area Rapid Transit,"Green-N, Orange-S",1,Tier 1,-122.087,37.66968
87,902602,902609,0,Hayward,BA,Bay Area Rapid Transit,"Green-S, Orange-N",1,Tier 1,-122.08694,37.66973
88,902101,902109,0,Lake Merritt,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Orange-S",1,Tier 1,-122.26529,37.7973
89,902102,902109,0,Lake Merritt,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Orange-N",1,Tier 1,-122.26523,37.79736
90,904302,904309,0,North Berkeley,BA,Bay Area Rapid Transit,"Orange-S, Red-S",1,Tier 1,-122.28359,37.874
91,904301,904309,0,North Berkeley,BA,Bay Area Rapid Transit,"Orange-N, Red-N",1,Tier 1,-122.28351,37.87403
92,903101,903109,0,Rockridge,BA,Bay Area Rapid Transit,Yellow-N,1,Tier 1,-122.25123,37.84472
93,903102,903109,0,Rockridge,BA,Bay Area Rapid Transit,Yellow-S,1,Tier 1,-122.25127,37.84479
94,906302,906309,0,San Bruno,BA,Bay Area Rapid Transit,"Red-N, Yellow-N",1,Tier 1,-122.41629,37.63775
95,906301,906309,0,San Bruno,BA,Bay Area Rapid Transit,"Red-S, Yellow-S",1,Tier 1,-122.41638,37.63772
96,902401,902409,0,San Leandro,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Orange-S",1,Tier 1,-122.16079,37.72177
97,902402,902409,0,San Leandro,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Orange-N",1,Tier 1,-122.16071,37.72181
98,902702,902709,0,South Hayward,BA,Bay Area Rapid Transit,"Green-S, Orange-N",1,Tier 1,-122.05716,37.63436
99,902701,902709,0,South Hayward,BA,Bay Area Rapid Transit,"Green-N, Orange-S",1,Tier 1,-122.05723,37.63433
100,906202,906209,0,South San Francisco,BA,Bay Area Rapid Transit,"Red-N, Yellow-N",1,Tier 1,-122.44419,37.6645
101,906201,906209,0,South San Francisco,BA,Bay Area Rapid Transit,"Red-S, Yellow-S",1,Tier 1,-122.44425,37.66444
102,905201,905209,0,West Dublin / Pleasanton,BA,Bay Area Rapid Transit,Blue-N,1,Tier 1,-121.92828,37.69969
103,905202,905209,0,West Dublin / Pleasanton,BA,Bay Area Rapid Transit,Blue-S,1,Tier 1,-121.9283,37.69976
104,901101,901109,0,West Oakland,BA,Bay Area Rapid Transit,"Blue-S, Green-S, Red-S, Yellow-S",1,Tier 1,-122.29514,37.80492
105,901102,901109,0,West Oakland,BA,Bay Area Rapid Transit,"Blue-N, Green-N, Red-N, Yellow-N",1,Tier 1,-122.29519,37.80486
106,13266,mtc:taraval-16th,0,15th Ave & Taraval St,SF,San Francisco Municipal Transportation Agency,"L, LOWL","0, 3",Tier 2,-122.4713,37.74312
107,17763,mtc:16th-missouri,0,16th St & Missouri St,SF,San Francisco Municipal Transportation Agency,22,3,Tier 2,-122.39702,37.76638
108,17866,mtc:16th-owen,0,16th St & Owen St,SF,San Francisco Municipal Transportation Agency,22,3,Tier 2,-122.39253,37.76665
109,13296,mtc:16th-potrero,0,16th St & Potrero Ave,SF,San Francisco Municipal Transportation Agency,"22, 33, 55",3,Tier 2,-122.40761,37.76576
110,17767,mtc:16th-4th,0,16th Street & 4th Street,SF,San Francisco Municipal Transportation Agency,22,3,Tier 2,-122.39089,37.76686
111,17768,mtc:16th-missouri,0,16th Street & Missouri St,SF,San Francisco Municipal Transportation Agency,22,3,Tier 2,-122.39701,37.76649
112,17865,mtc:16th-owen,0,16th Street & Owen St,SF,San Francisco Municipal Transportation Agency,22,3,Tier 2,-122.3928,37.76672
113,17770,mtc:16th-rhode-island,0,16th Street & Rhode Island St,SF,San Francisco Municipal Transportation Agency,"22, 55",3,Tier 2,-122.40282,37.76611
114,17769,mtc:16th-wisconsin,0,16th Street & Wisconsin St,SF,San Francisco Municipal Transportation Agency,"22, 55",3,Tier 2,-122.39984,37.76629
115,17761,mtc:16th-rhode-island,0,16th St& Rhode Island St,SF,San Francisco Municipal Transportation Agency,"22, 55",3,Tier 2,-122.40286,37.76599
116,17762,mtc:16th-wisconsin,0,16th St & Wisconsin St,SF,San Francisco Municipal Transportation Agency,"22, 55",3,Tier 2,-122.39991,37.7662
117,13311,mtc:17th-castro,0,17th St & Castro St,SF,San Francisco Municipal Transportation Agency,"F, FBUS",0,Tier 2,-122.43498,37.76258
118,13318,mtc:17th-noe,0,17th St & Noe St,SF,San Francisco Municipal Transportation Agency,F,0,Tier 2,-122.43299,37.76264
119,17065,mtc:19th-holloway,0,19th Ave & Holloway Ave,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.47518,37.72134
120,13358,mtc:19th-holloway,0,19th Ave & Holloway Ave,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.47525,37.72134
121,13361,mtc:19th-junipero-randolph,0,19th Ave & Junipero Serra Blvd,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.47227,37.71689
122,13376,mtc:19th-junipero-randolph,0,19th Ave & Randolph St,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.47167,37.7162
123,13387,mtc:19th-randolph,0,19th Ave & Randolph St,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.47,37.71444
124,13385,mtc:19th-randolph,0,19th Ave & Randolph St,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.47025,37.71486
125,13403,mtc:19th-winston,0,19th Ave & Winston Dr,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.47494,37.72702
126,17449,mtc:19th-winston,0,19th Ave & Winston Dr,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.47485,37.7272
127,13537,mtc:30th-dolores,0,30th St & Dolores St,SF,San Francisco Municipal Transportation Agency,"24, 36, J","0, 3",Tier 2,-122.42403,37.7423
128,13538,mtc:30th-dolores,0,30th St & Dolores St,SF,San Francisco Municipal Transportation Agency,"24, 36, J","0, 3",Tier 2,-122.42446,37.74217
129,13144,mtc:3rd-bryant,0,3rd St & Bryant St,SF,San Francisco Municipal Transportation Agency,"30, 45, 8, 8AX, 8BX, 91",3,Tier 2,-122.3962,37.78165
130,13124,mtc:3rd-folsom,0,3rd St & Folsom St,SF,San Francisco Municipal Transportation Agency,"30, 45, 8, 8AX, 8BX, 91, TBUS",3,Tier 2,-122.39933,37.7842
131,13136,mtc:mission-3rd,0,3rd St & Mission St,SF,San Francisco Municipal Transportation Agency,"15, 30, 45, 8, 8AX, 8BX, 91",3,Tier 2,-122.40211,37.78637
132,13599,mtc:taraval-46th,0,46th Ave & Taraval St,SF,San Francisco Municipal Transportation Agency,"18, L, LOWL","0, 3",Tier 2,-122.50453,37.74168
133,13600,mtc:46th-ulloa,0,46th Ave & Ulloa St,SF,San Francisco Municipal Transportation Agency,"18, L, LOWL","0, 3",Tier 2,-122.50458,37.74
134,13601,mtc:46th-ulloa,0,46th Ave & Ulloa St,SF,San Francisco Municipal Transportation Agency,"18, L, LOWL","0, 3",Tier 2,-122.50441,37.73983
135,13602,mtc:46th-vicente,0,46th Ave & Vicente St,SF,San Francisco Municipal Transportation Agency,"18, L, LOWL","0, 3",Tier 2,-122.50444,37.73814
136,13603,mtc:46th-vicente,0,46th Ave & Vicente St,SF,San Francisco Municipal Transportation Agency,"18, L, LOWL","0, 3",Tier 2,-122.50427,37.73797
137,17869,mtc:47th-cutler,0,47th Ave & Cutler Ave,SF,San Francisco Municipal Transportation Agency,L,0,Tier 2,-122.50541,37.73699
138,17872,mtc:fourth-brannan,0,4th & Brannan Southbound,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.39661,37.77834
139,13153,mtc:third-mission-rock,0,4th St & 3rd St,SF,San Francisco Municipal Transportation Agency,"91, TBUS",3,Tier 2,-122.38969,37.77297
140,17166,mtc:4th-king,0,4th St & King St,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.39386,37.77628
141,17397,mtc:4th-king,0,4th St & King St,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.39383,37.77613
142,13192,mtc:7th-folsom,0,7th St & Folsom St,SF,San Francisco Municipal Transportation Agency,"19, 27",3,Tier 2,-122.4079,37.77686
143,13194,mtc:7th-howard,0,7th St & Howard St,SF,San Francisco Municipal Transportation Agency,"19, 27",3,Tier 2,-122.40922,37.77793
144,13208,mtc:mission-8th,0,8th St & Mission St,SF,San Francisco Municipal Transportation Agency,"19, 27",3,Tier 2,-122.41303,37.77724
145,17999,mtc:irving-9th,0,9th Ave & Irving St,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.46634,37.76331
146,15418,901809,0,Balboa Park BART/Mezzanine Level,SF,San Francisco Municipal Transportation Agency,"J, K, M",0,Tier 2,-122.44742,37.72181
147,17399,mtc:bayshore-blanken,0,Bayshore Blvd & Areta Ave,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.40234,37.71223
148,17395,mtc:bayshore-blanken,0,Bayshore Blvd & Blanken Ave,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.40232,37.71225
149,17396,mtc:bayshore-sunnydale,0,Bayshore Blvd & Sunnydale Ave,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.40511,37.70897
150,17398,mtc:bayshore-sunnydale,0,Bayshore Blvd & Sunnydale Ave,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.40504,37.70894
151,13092,mtc:beach-mason,0,Beach St & Mason St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, LOWL","0, 3",Tier 2,-122.41412,37.80741
152,13095,mtc:beach-stockton,0,Beach St & Stockton St,SF,San Francisco Municipal Transportation Agency,"F, FBUS, LOWL","0, 3",Tier 2,-122.41081,37.80784
153,13716,mtc:broad-capitol,0,Broad St & Capitol Ave,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.45916,37.71315
154,13715,mtc:broad-capitol,0,Broad St & Capitol Ave,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.45892,37.71319
155,13717,mtc:broad-orizaba,0,Broad St & Orizaba Ave,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.46233,37.71318
156,13718,mtc:broad-plymouth,0,Broad St & Plymouth Ave,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.45593,37.71322
157,13719,mtc:broad-plymouth,0,Broad St & Plymouth Ave,SF,San Francisco Municipal Transportation Agency,M,0,Tier 2,-122.45618,37.71316
158,13848,mtc:california-baker,0,California St & Baker St,SF,San Francisco Municipal Transportation Agency,1,3,Tier 2,-122.44338,37.78762
159,13847,mtc:california-baker,0,California St & Baker St,SF,San Francisco Municipal Transportation Agency,1,3,Tier 2,-122.44363,37.78774
160,13859,mtc:california-divisadero,0,California St & Divisadero St,SF,San Francisco Municipal Transportation Agency,1,3,Tier 2,-122.44072,37.78795
161,13858,mtc:california-divisadero,0,California St & Divisadero St,SF,San Francisco Municipal Transportation Agency,1,3,Tier 2,-122.44087,37.78809
162,13885,mtc:california-pierce,0,California St & Pierce St,SF,San Francisco Municipal Transportation Agency,1,3,0,-122.43681,37.78845
163,13884,mtc:california-pierce,0,California St & Pierce St,SF,San Francisco Municipal Transportation Agency,1,3,Tier 2,-122.43748,37.78852
164,13909,mtc:carl-and-cole,0,Carl St & Cole St,SF,San Francisco Municipal Transportation Agency,N,0,Tier 2,-122.4498,37.76586
165,13911,mtc:carl-and-cole,0,Carl St & Cole St,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.45013,37.76575
166,13913,mtc:carl-and-hillway,0,Carl St & Hillway Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.45651,37.76493
167,13912,mtc:carl-and-hillway,0,Carl St & Hillway Ave,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.45656,37.765
168,13914,mtc:carl-and-stanyan,0,Carl St & Stanyan St,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.45259,37.7655
169,13915,mtc:carl-and-stanyan,0,Carl St & Stanyan St,SF,San Francisco Municipal Transportation Agency,"N, NBUS, NOWL","0, 3",Tier 2,-122.45293,37.76537
170,17876,mtc:chinatown,0,Chinatown - Rose Pak Station,SF,San Francisco Municipal Transportation Agency,T,0,Tier 2,-122.40808,37.79481
171,13984,mtc:church-16th,0,Church St & 16th St,SF,San Francisco Municipal Transportation Agency,"22, J","0, 3",Tier 2,-122.42872,37.76462
172,13985,mtc:church-16th,0,Church St & 16th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42861,37.76438
173,13987,mtc:row-18th,0,Church St & 18th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42842,37.76147
174,13994,mtc:church-22th,0,Church St & 22nd St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42764,37.75474
175,16218,mtc:church-22th,0,Church St & 22nd St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42775,37.75461
176,13996,mtc:church-24th,0,Church St & 24th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42735,37.75159
177,13995,mtc:church-24th,0,Church St & 24th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.4275,37.7518
178,18156,mtc:church-26th,0,Church St & 26th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42726,37.7486
179,18155,mtc:church-26th,0,Church St & 26th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42706,37.74842
180,18158,mtc:church-28th,0,Church St & 28th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42696,37.7454
181,18157,mtc:church-28th,0,Church St & 28th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42674,37.74522
182,13999,mtc:church-29th,0,Church St & 29th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42659,37.74359
183,14000,mtc:church-30th-day,0,Church St & 30th St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42646,37.74222
184,14004,mtc:church-30th-day,0,Church St & Day St,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42665,37.74281
185,14006,mtc:duboce-and-church,0,Church St & Duboce Ave,SF,San Francisco Municipal Transportation Agency,J,0,Tier 2,-122.42909,37.7693
186,17073,mtc:church-market,0,Church St & Market St,SF,San Francisco Municipal Transportation Agency,"22, J","0, 3",Tier 2,-122.42893,37.76751
187,18059,mtc:church-market,0,Church St & Market St,SF,San Francisco Municipal Transportation Agency,"22, J","0, 3",Tier 2,-122.42905,37.76729
188,14017,mtc:clay-front,0,Clay St & Front St,SF,San Francisco Municipal Transportation Agency,"1, 12",3,Tier 2,-122.3991,37.79512
189,14026,mtc:clay-polk,0,Clay St & Polk St,SF,San Francisco Municipal Transportation Agency,1,3,Tier 2,-122.42101,37.79236
