OBJECTID,Agency (Primary),HQTA Type,Stop ID,Route ID,HQTA Details,Agency (Secondary),Agency (Primary) GTFS Feed,Agency (Secondary) GTFS Feed,Average Trips per Peak Hour,Metropolitan Planning Organization,Plan Name,x,y
1,Alameda-Contra Costa Transit District,major_stop_brt,52404,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.157569,37.725382
2,Alameda-Contra Costa Transit District,major_stop_brt,52405,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,4.67, , ,-122.157924999,37.72544
3,Alameda-Contra Costa Transit District,major_stop_brt,52414,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.158336,37.728129
4,Alameda-Contra Costa Transit District,major_stop_brt,52415,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,4.67, , ,-122.158803,37.7284450000001
5,Alameda-Contra Costa Transit District,major_stop_brt,52426,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.160859,37.7315130000001
6,Alameda-Contra Costa Transit District,major_stop_brt,52427,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.161485,37.7320280000001
7,Alameda-Contra Costa Transit District,major_stop_brt,52428,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.164048,37.735711999
8,Alameda-Contra Costa Transit District,major_stop_brt,52429,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.164004999,37.735617
9,Alameda-Contra Costa Transit District,major_stop_brt,52435,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.167784001,37.740733
10,Alameda-Contra Costa Transit District,major_stop_brt,52437,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.167757,37.740639
11,Alameda-Contra Costa Transit District,major_stop_brt,52462,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.169821,37.743437
12,Alameda-Contra Costa Transit District,major_stop_brt,52464,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.169794,37.743343
13,Alameda-Contra Costa Transit District,major_stop_brt,52467,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.17176,37.746072
14,Alameda-Contra Costa Transit District,major_stop_brt,52472,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.171732,37.745979
15,Alameda-Contra Costa Transit District,major_stop_brt,52474,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.174228,37.749397001
16,Alameda-Contra Costa Transit District,major_stop_brt,52475,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.174198001,37.7493030000001
17,Alameda-Contra Costa Transit District,major_stop_brt,52476,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.176414,37.752353
18,Alameda-Contra Costa Transit District,major_stop_brt,52478,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.176386,37.752258
19,Alameda-Contra Costa Transit District,major_stop_brt,52482,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.179821,37.7557630000001
20,Alameda-Contra Costa Transit District,major_stop_brt,52484,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.179737,37.7556970000001
21,Alameda-Contra Costa Transit District,major_stop_brt,52485,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.184737,37.7581010000001
22,Alameda-Contra Costa Transit District,major_stop_brt,52487,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.18465,37.7580320000001
23,Alameda-Contra Costa Transit District,major_stop_brt,52489,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.188523,37.7599000000001
24,Alameda-Contra Costa Transit District,major_stop_brt,52492,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.18838,37.759805
25,Alameda-Contra Costa Transit District,major_stop_brt,52494,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.191592,37.7613700000001
26,Alameda-Contra Costa Transit District,major_stop_brt,52495,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.191508,37.7613010000001
27,Alameda-Contra Costa Transit District,major_stop_brt,52498,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.196132,37.7635030000001
28,Alameda-Contra Costa Transit District,major_stop_brt,52503,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.196045999,37.7634360000001
29,Alameda-Contra Costa Transit District,major_stop_brt,52504,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.200637,37.765657
30,Alameda-Contra Costa Transit District,major_stop_brt,52506,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.200553,37.76559
31,Alameda-Contra Costa Transit District,major_stop_brt,52507,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.209132,37.769644
32,Alameda-Contra Costa Transit District,major_stop_brt,52508,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.209049,37.769574
33,Alameda-Contra Costa Transit District,major_stop_brt,52509,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.213325999,37.771643
34,Alameda-Contra Costa Transit District,major_stop_brt,52513,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.213176,37.7715380000001
35,Alameda-Contra Costa Transit District,major_stop_brt,52514,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.230334,37.780067
36,Alameda-Contra Costa Transit District,major_stop_brt,52516,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.230205,37.7799590010001
37,Alameda-Contra Costa Transit District,major_stop_brt,52517,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.234601999,37.7826210000001
38,Alameda-Contra Costa Transit District,major_stop_brt,52518,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.234526,37.7825470000001
39,Alameda-Contra Costa Transit District,major_stop_brt,52519,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.239742001,37.785698
40,Alameda-Contra Costa Transit District,major_stop_brt,52531,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.239667,37.785624
41,Alameda-Contra Costa Transit District,major_stop_brt,52536,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.245784,37.7893120000001
42,Alameda-Contra Costa Transit District,major_stop_brt,52537,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.246421,37.7887850000001
43,Alameda-Contra Costa Transit District,major_stop_brt,52538,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.249475,37.791956
44,Alameda-Contra Costa Transit District,major_stop_brt,52539,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.249667,37.790419
45,Alameda-Contra Costa Transit District,major_stop_brt,52541,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,4.67, , ,-122.160166,37.721569
46,Alameda-Contra Costa Transit District,major_stop_brt,52546,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.253359999,37.7936940000001
47,Alameda-Contra Costa Transit District,major_stop_brt,52547,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.254033,37.7959960000001
48,Alameda-Contra Costa Transit District,major_stop_brt,52548,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.257103001,37.796971
49,Alameda-Contra Costa Transit District,major_stop_brt,52549,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.256109999,37.797826
50,Alameda-Contra Costa Transit District,major_stop_brt,52571,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.264642,37.800104
51,Alameda-Contra Costa Transit District,major_stop_brt,52573,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.265638,37.7995080000001
52,Alameda-Contra Costa Transit District,major_stop_brt,52574,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.269191001,37.807371
53,Alameda-Contra Costa Transit District,major_stop_brt,52579,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.268681,37.8085370000001
54,Alameda-Contra Costa Transit District,major_stop_brt,52581,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.270895,37.8045760000001
55,Alameda-Contra Costa Transit District,major_stop_brt,52583,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.271487,37.804092
56,Alameda-Contra Costa Transit District,major_stop_brt,52584,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.271508,37.8028150000001
57,Alameda-Contra Costa Transit District,major_stop_brt,52586,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.271797,37.8018900000001
58,Alameda-Contra Costa Transit District,major_stop_brt,52591,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,6, , ,-122.267991999,37.8004310000001
59,Alameda-Contra Costa Transit District,major_stop_brt,52593,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5, , ,-122.269405,37.801928
60,Alameda-Contra Costa Transit District,major_stop_brt,52594,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.226931,37.778127999
61,Alameda-Contra Costa Transit District,major_stop_brt,52596,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.226842,37.7780710000001
62,Alameda-Contra Costa Transit District,major_stop_brt,52597,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.223580001,37.7765360000001
63,Alameda-Contra Costa Transit District,major_stop_brt,52601,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.223443,37.776438
64,Alameda-Contra Costa Transit District,major_stop_brt,52602,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.219345,37.774503
65,Alameda-Contra Costa Transit District,major_stop_brt,52605,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.33, , ,-122.219282,37.7744500000001
66,Alameda-Contra Costa Transit District,major_stop_brt,52606,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.205828,37.7680750000001
67,Alameda-Contra Costa Transit District,major_stop_brt,52615,1T,major_stop_brt_single_operator, ,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==, ,5.67, , ,-122.205743,37.7680140000001
68,Alameda-Contra Costa Transit District,major_stop_bus,50000,22,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.246858,37.809406
69,Alameda-Contra Costa Transit District,major_stop_bus,50006,L,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.397909,37.7881800000001
70,Alameda-Contra Costa Transit District,major_stop_bus,50010,FS,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.397609,37.788419
71,Alameda-Contra Costa Transit District,major_stop_bus,50012,G,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.397458,37.788535
72,Alameda-Contra Costa Transit District,major_stop_bus,50017,P,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.397032999,37.7891220010001
73,Alameda-Contra Costa Transit District,major_stop_bus,50018,NX3,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.397006001,37.788892999
74,Alameda-Contra Costa Transit District,major_stop_bus,50019,L,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.396897,37.789252
75,Alameda-Contra Costa Transit District,major_stop_bus,50019,701,intersection_2_bus_routes_different_operators,"Golden Gate Bridge, Highway and Transportation District",aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,0, , ,-122.396897,37.789252
76,Alameda-Contra Costa Transit District,major_stop_bus,50019,NX3,intersection_2_bus_routes_different_operators,"Golden Gate Bridge, Highway and Transportation District",aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,0, , ,-122.396897,37.789252
77,Alameda-Contra Costa Transit District,major_stop_bus,50019,702,intersection_2_bus_routes_different_operators,"Golden Gate Bridge, Highway and Transportation District",aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,0, , ,-122.396897,37.789252
78,Alameda-Contra Costa Transit District,major_stop_bus,50019,FS,intersection_2_bus_routes_different_operators,"Golden Gate Bridge, Highway and Transportation District",aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,0, , ,-122.396897,37.789252
79,Alameda-Contra Costa Transit District,major_stop_bus,50019,V,intersection_2_bus_routes_different_operators,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.396897,37.789252
80,Alameda-Contra Costa Transit District,major_stop_bus,50019,NX,intersection_2_bus_routes_different_operators,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.396897,37.789252
81,Alameda-Contra Costa Transit District,major_stop_bus,50019,G,intersection_2_bus_routes_different_operators,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.396897,37.789252
82,Alameda-Contra Costa Transit District,major_stop_bus,50019,E,intersection_2_bus_routes_different_operators,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.396897,37.789252
83,Alameda-Contra Costa Transit District,major_stop_bus,50019,P,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.396897,37.789252
84,Alameda-Contra Costa Transit District,major_stop_bus,50019,W,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.396897,37.789252
85,Alameda-Contra Costa Transit District,major_stop_bus,50019,J,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.396897,37.789252
86,Alameda-Contra Costa Transit District,major_stop_bus,50019,703,intersection_2_bus_routes_different_operators,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.396897,37.789252
87,Alameda-Contra Costa Transit District,major_stop_bus,50020,NX,intersection_2_bus_routes_same_operator,Alameda-Contra Costa Transit District,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1BQw==,0, , ,-122.396855,37.7890120000001
