OBJECTID,Agency (Primary),HQTA Type,Stop ID,Route ID,HQTA Details,Agency (Secondary),Agency (Primary) GTFS Feed,Agency (Secondary) GTFS Feed,Average Trips per Peak Hour,Metropolitan Planning Organization,Plan Name,x,y
2889,City and County of San Francisco,major_stop_bus,14727,F,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.393438,37.7939180010001
2890,City and County of San Francisco,major_stop_bus,14727,FBUS,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.393438,37.7939180010001
2891,City and County of San Francisco,major_stop_bus,14732,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.463848,37.7736390000001
2892,City and County of San Francisco,major_stop_bus,14732,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.463848,37.7736390000001
2893,City and County of San Francisco,major_stop_bus,14733,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5, , ,-122.463837001,37.773532
2894,City and County of San Francisco,major_stop_bus,14733,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.463837001,37.773532
2895,City and County of San Francisco,major_stop_bus,14734,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.466049,37.77347
2896,City and County of San Francisco,major_stop_bus,14734,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.466049,37.77347
2897,City and County of San Francisco,major_stop_bus,14735,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.465739,37.7733180000001
2898,City and County of San Francisco,major_stop_bus,14735,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5, , ,-122.465739,37.7733180000001
2899,City and County of San Francisco,major_stop_bus,14737,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.467609999,37.7732500000001
2900,City and County of San Francisco,major_stop_bus,14737,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.467609999,37.7732500000001
2901,City and County of San Francisco,major_stop_bus,14747,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.33, , ,-122.48061,37.77266
2902,City and County of San Francisco,major_stop_bus,14747,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.33, , ,-122.48061,37.77266
2903,City and County of San Francisco,major_stop_bus,14748,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.484306,37.772591
2904,City and County of San Francisco,major_stop_bus,14748,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.484306,37.772591
2905,City and County of San Francisco,major_stop_bus,14749,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.33, , ,-122.4841,37.772547
2906,City and County of San Francisco,major_stop_bus,14749,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.33, , ,-122.4841,37.772547
2907,City and County of San Francisco,major_stop_bus,14755,38R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,8, , ,-122.472802,37.780669
2908,City and County of San Francisco,major_stop_bus,14755,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,8, , ,-122.472802,37.780669
2909,City and County of San Francisco,major_stop_bus,14756,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,9.33, , ,-122.471827,37.780642001
2910,City and County of San Francisco,major_stop_bus,14756,38R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,6.33, , ,-122.471827,37.780642001
2911,City and County of San Francisco,major_stop_bus,14757,38R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,8.67, , ,-122.408391001,37.787401
2912,City and County of San Francisco,major_stop_bus,14757,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,8.67, , ,-122.408391001,37.787401
2913,City and County of San Francisco,major_stop_bus,14758,38R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,8, , ,-122.44669,37.7825360000001
2914,City and County of San Francisco,major_stop_bus,14758,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,8, , ,-122.44669,37.7825360000001
2915,City and County of San Francisco,major_stop_bus,14760,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,6.67, , ,-122.437761,37.783846999
2916,City and County of San Francisco,major_stop_bus,14761,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,6, , ,-122.437669,37.783624
2917,City and County of San Francisco,major_stop_bus,14766,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,6.67, , ,-122.406568,37.787633
2918,City and County of San Francisco,major_stop_bus,14766,38R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,8.67, , ,-122.406568,37.787633
2919,City and County of San Francisco,major_stop_bus,14767,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,6.67, , ,-122.411681,37.786982999
2920,City and County of San Francisco,major_stop_bus,14768,38,intersection_2_bus_routes_different_operators,"Golden Gate Bridge, Highway and Transportation District",aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,6.67, , ,-122.421575,37.7857450000001
2921,City and County of San Francisco,major_stop_bus,14768,38R,intersection_2_bus_routes_different_operators,"Golden Gate Bridge, Highway and Transportation District",aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1HRw==,8.67, , ,-122.421575,37.7857450000001
2922,City and County of San Francisco,major_stop_bus,14769,38,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,6.67, , ,-122.431021,37.784640999
2923,City and County of San Francisco,major_stop_bus,14787,J,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.433416,37.7325250000001
2924,City and County of San Francisco,major_stop_bus,14788,J,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.433854999,37.732401
2925,City and County of San Francisco,major_stop_bus,14803,8BX,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,4.67, , ,-122.446737999,37.7208010000001
2926,City and County of San Francisco,major_stop_bus,14803,43,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.25, , ,-122.446737999,37.7208010000001
2927,City and County of San Francisco,major_stop_bus,14803,8,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.25, , ,-122.446737999,37.7208010000001
2928,City and County of San Francisco,major_stop_bus,14803,54,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.25, , ,-122.446737999,37.7208010000001
2929,City and County of San Francisco,major_stop_bus,14803,91,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3.25, , ,-122.446737999,37.7208010000001
2930,City and County of San Francisco,major_stop_bus,14805,8,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.447379,37.7209520000001
2931,City and County of San Francisco,major_stop_bus,14805,714,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.447379,37.7209520000001
2932,City and County of San Francisco,major_stop_bus,14805,43,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,4, , ,-122.447379,37.7209520000001
2933,City and County of San Francisco,major_stop_bus,14805,54,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.447379,37.7209520000001
2934,City and County of San Francisco,major_stop_bus,14805,91,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.447379,37.7209520000001
2935,City and County of San Francisco,major_stop_bus,14805,8BX,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,4, , ,-122.447379,37.7209520000001
2936,City and County of San Francisco,major_stop_bus,14818,8AX,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.403976,37.791004
2937,City and County of San Francisco,major_stop_bus,14818,8,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.403976,37.791004
2938,City and County of San Francisco,major_stop_bus,14818,8BX,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.403976,37.791004
2939,City and County of San Francisco,major_stop_bus,14821,TBUS,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5, , ,-122.403461,37.788051001
2940,City and County of San Francisco,major_stop_bus,14821,91,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5.75, , ,-122.403461,37.788051001
2941,City and County of San Francisco,major_stop_bus,14821,45,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5.75, , ,-122.403461,37.788051001
2942,City and County of San Francisco,major_stop_bus,14821,8BX,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5.75, , ,-122.403461,37.788051001
2943,City and County of San Francisco,major_stop_bus,14821,30,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5, , ,-122.403461,37.788051001
2944,City and County of San Francisco,major_stop_bus,14821,8,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5, , ,-122.403461,37.788051001
2945,City and County of San Francisco,major_stop_bus,14821,8AX,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,5, , ,-122.403461,37.788051001
2946,City and County of San Francisco,major_stop_bus,14826,8AX,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.403724,37.789746
2947,City and County of San Francisco,major_stop_bus,14826,8BX,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.403724,37.789746
2948,City and County of San Francisco,major_stop_bus,14826,8,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.403724,37.789746
2949,City and County of San Francisco,major_stop_bus,14842,5,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.509991,37.7732139990001
2950,City and County of San Francisco,major_stop_bus,14842,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,0, , ,-122.509991,37.7732139990001
2951,City and County of San Francisco,major_stop_bus,14843,5R,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.51006,37.7732139990001
2952,City and County of San Francisco,major_stop_bus,14843,18,intersection_2_bus_routes_same_operator,City and County of San Francisco,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,aHR0cHM6Ly9hcGkuNTExLm9yZy90cmFuc2l0L2RhdGFmZWVkcz9vcGVyYXRvcl9pZD1TRg==,3, , ,-122.51006,37.7732139990001
