pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19
3031,315,1019,62201,851700,39871,2042,269,2295,611,74,22,06,001,437300,0,1059,14,180,449,570,2324,29320,1019,27,58,164,38,50,10,7,37,21,57,95,67,68,103,114,103,77,3,32,7,35,0,0,0,0,65,16,13,0,9,0,5,5,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,06001437300,574300,27359,1477,203,105,26,40,8,8,16,0,0,06,001,437300,7,65,2,9,2,10,4,5,5,28,12,0,0,0,0,7,0,0,5,20,16,0,4,0,0,0,0,0,30882
3609,582,1049,100096,774900,46103,2606,449,2579,438,149,5,06,001,437400,0,1049,40,0,937,112,1909,39500,1049,23,20,14,36,18,7,28,21,14,108,77,158,63,118,156,188,143,21,4,5,48,8,19,11,27,37,5,7,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001437400,556500,25810,2188,108,100,10,8,17,4,31,6,0,06,001,437400,24,36,5,0,10,17,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,37816
4663,442,1160,96250,847200,90713,2240,135,2810,371,58,29,06,001,437500,36,1182,88,69,275,885,2269,40804,1160,102,18,12,63,27,17,49,24,38,49,58,129,219,125,87,143,212,92,0,7,30,39,33,6,5,21,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001437500,570700,42206,1791,67,109,63,20,4,4,15,3,0,06,001,437500,0,78,9,0,40,16,0,6,7,0,4,4,0,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,35798
3385,331,881,107188,816200,34592,2406,320,2455,383,76,33,06,001,437600,7,909,18,9,475,406,2460,35845,881,49,38,0,23,12,23,22,4,13,0,82,129,98,129,124,135,255,23,0,0,46,53,108,12,13,85,9,9,5,0,54,4,0,4,15,0,15,0,0,0,0,0,0,28,8,0,4,16,0,0,0,0,06001437600,561400,31420,1575,326,158,39,41,26,16,11,3,0,06,001,437600,22,112,47,13,34,0,0,5,0,13,4,4,0,0,0,0,0,0,0,25,21,0,0,4,0,0,0,0,30828
3729,254,1090,72159,611700,113122,2144,132,2275,458,54,0,06,001,437701,0,1163,105,57,290,800,2097,34871,1090,81,27,40,0,0,70,0,56,38,77,174,202,73,67,102,83,84,15,12,0,0,12,0,0,45,25,0,0,0,0,25,0,0,0,25,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001437701,435600,27250,1664,99,67,19,0,0,0,0,31,17,06,001,437701,0,35,0,10,0,0,16,0,0,9,14,0,0,0,14,0,0,0,0,16,0,7,0,9,0,0,0,0,32109
4027,186,1011,100268,1125000,151845,2254,61,2520,146,47,0,06,001,437702,0,1108,10,40,124,887,2300,36696,1011,26,40,14,12,2,1,65,31,25,69,109,110,233,60,133,81,128,35,0,14,15,28,11,0,25,14,14,0,0,0,0,0,0,0,23,0,0,0,0,0,0,23,0,28,0,0,0,13,15,0,0,0,06001437702,460700,151380,1688,67,89,0,0,7,49,7,26,0,06,001,437702,0,53,0,19,0,0,15,19,0,0,0,0,0,0,0,0,0,0,0,29,16,0,0,0,0,0,13,0,29287
5107,702,1351,150980,826100,32531,2646,242,3650,727,288,32,06,001,437800,31,1390,165,0,983,368,2680,47512,1351,25,0,0,0,6,50,23,0,53,13,92,214,102,83,276,414,137,64,1,12,1,0,0,18,41,67,14,1,0,32,0,0,0,20,0,0,0,0,0,0,0,0,0,27,18,0,0,9,0,0,0,0,06001437800,596600,38097,2050,198,113,12,1,34,16,14,15,0,06,001,437800,21,57,1,5,0,20,0,0,0,31,0,0,0,0,0,0,0,0,0,16,0,0,0,16,0,0,0,0,37873
2283,261,672,93490,813600,61657,2382,199,1464,171,47,0,06,001,437900,79,705,69,7,227,445,2375,40895,672,32,34,0,31,25,8,18,22,15,59,26,113,51,28,104,106,27,8,0,0,6,13,0,0,0,61,5,0,16,9,0,8,0,23,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,06001437900,518900,67791,1914,132,62,12,0,4,11,10,0,9,06,001,437900,16,37,5,3,4,0,3,4,0,18,29,11,0,7,0,0,0,5,6,10,10,0,0,0,0,0,0,0,29955
3676,674,1084,137418,945200,71747,3080,320,2700,764,220,56,06,001,438000,65,1140,68,16,617,467,3058,50901,1084,46,9,0,25,49,0,0,5,0,31,67,168,83,194,179,228,430,17,32,41,30,143,112,16,39,185,11,36,0,0,0,17,51,70,0,0,0,0,0,0,0,0,0,88,40,30,0,0,0,0,0,18,06001438000,651700,22237,2251,180,71,10,2,7,20,15,0,8,06,001,438000,9,153,13,0,1,21,8,41,49,20,13,0,13,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,43598
7541,989,2240,154208,911400,51768,3302,669,5648,1853,288,119,06,001,438100,19,2283,79,0,1807,433,2960,64009,2240,40,0,13,46,16,50,62,5,0,10,22,235,163,322,469,787,170,0,88,0,62,20,0,0,0,47,33,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001438100,646600,39360,2516,312,182,31,0,10,57,0,24,0,06,001,438100,60,193,50,33,13,30,24,0,21,22,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,13,41849
4671,207,1220,107500,633900,185605,2843,370,3254,505,18,0,06,001,438201,45,1223,21,18,1013,207,2072,38822,1220,40,10,0,46,17,46,27,80,10,49,1,265,150,77,248,154,226,1,37,39,31,39,0,0,79,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,06001438201,389000,107683,2440,587,96,12,0,11,28,0,34,0,06,001,438201,11,27,0,0,0,0,27,0,0,0,82,22,0,10,0,26,0,0,24,10,0,10,0,0,0,0,0,0,30589
4073,954,1178,129113,700000,117811,2646,427,3136,1019,216,13,06,001,438203,21,1231,15,6,930,248,2221,42770,1178,24,0,73,73,68,10,29,12,52,17,62,104,34,88,190,342,191,68,0,8,22,0,0,30,63,56,16,0,0,0,0,0,8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001438203,517900,60255,1654,449,58,10,12,0,24,0,0,0,06,001,438203,12,34,14,0,0,12,0,0,0,8,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33278
5745,649,1952,100000,365800,231509,2600,990,4686,940,363,32,06,001,438204,10,2027,73,8,1620,332,1444,37896,1952,45,16,20,39,62,49,26,0,158,105,189,267,208,64,365,339,157,66,0,14,9,16,27,0,25,39,5,9,6,0,8,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001438204,306200,115979,2097,496,195,0,0,27,26,62,33,10,06,001,438204,37,74,22,0,6,0,0,13,0,33,9,0,0,9,0,0,0,0,0,24,19,0,0,0,0,0,0,5,40346
3849,221,864,142500,832100,24743,3193,103,2645,492,77,23,06,001,438300,0,889,21,1,791,73,2286,42047,864,12,0,6,26,4,6,22,7,0,12,30,39,202,122,141,235,150,0,0,16,0,47,14,4,69,29,0,0,22,0,7,0,0,0,30,0,0,10,0,11,0,0,9,8,0,8,0,0,0,0,0,0,06001438300,512900,45644,2329,240,112,0,11,9,37,11,31,7,06,001,438300,6,62,27,0,14,0,10,5,0,6,0,0,0,0,0,0,0,0,0,26,16,0,0,0,0,0,0,10,32817
2741,223,734,107171,602500,52481,2647,803,2031,637,31,28,06,001,438400,0,734,25,0,635,99,2106,35989,734,7,9,0,15,13,0,28,6,0,53,91,75,122,85,144,86,103,19,0,9,3,11,12,28,21,23,0,13,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001438400,518600,50159,2608,235,207,45,9,45,17,6,38,0,06,001,438400,47,10,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30429
2423,890,975,104861,691500,91317,2833,152,1930,501,240,57,06,001,440100,87,1124,8,163,561,414,2713,51069,975,94,22,22,13,8,13,22,25,10,45,65,105,95,117,103,216,186,32,6,5,17,36,9,10,71,100,22,0,0,0,15,0,13,50,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,20,0,22,06001440100,561300,63070,2238,145,158,11,13,30,24,13,19,9,06,001,440100,39,50,7,4,5,5,9,4,8,8,5,0,0,5,0,0,0,0,0,25,4,0,0,0,0,10,5,6,42565
5368,179,1461,125129,815200,118835,2558,239,3469,602,112,54,06,001,440200,9,1548,116,155,747,714,2513,43718,1461,0,48,22,21,64,41,23,9,37,17,96,174,172,271,125,341,184,0,0,11,46,0,33,0,94,55,13,4,0,0,0,0,30,8,32,0,0,0,0,0,0,0,32,35,11,0,0,0,0,0,0,24,06001440200,617500,51045,1841,117,122,10,3,37,30,15,17,10,06,001,440200,0,94,0,6,14,0,20,43,0,11,0,0,0,0,0,0,0,0,0,55,0,33,10,0,12,0,0,0,33343
6812,1911,2151,123102,945100,163985,2176,527,4912,1029,328,44,06,001,440301,0,2207,8,0,1703,448,1927,48307,2151,43,65,19,84,20,0,48,164,43,31,214,145,220,107,255,693,87,17,0,13,12,0,23,0,22,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001440301,739200,84061,1841,172,257,55,9,96,57,0,20,0,06,001,440301,20,103,23,13,50,0,17,0,0,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,45309
4391,569,1359,142675,1045100,55865,2230,1061,3407,975,347,46,06,001,440304,34,1428,12,35,1054,305,2677,48732,1359,21,41,33,32,33,30,0,6,50,58,103,103,101,115,119,514,34,15,0,0,0,0,0,0,19,40,0,6,0,0,0,0,0,34,43,0,0,0,22,21,0,0,0,23,0,0,0,0,23,0,0,0,06001440304,702200,50207,2191,132,132,16,10,0,21,34,13,0,06,001,440304,38,52,10,12,7,0,0,0,0,23,6,6,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,0,35165
4021,664,1005,159583,1153400,45314,3501,-333333333,3093,1017,424,156,06,001,440305,80,1017,0,16,935,70,3281,52875,1005,5,0,0,10,9,0,5,9,36,21,21,104,143,111,136,395,180,9,0,0,0,0,0,0,171,117,25,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,06001440305,809100,30296,3007,323,82,13,0,6,0,6,6,0,06,001,440305,51,27,0,27,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,44,19,0,11,0,14,0,0,0,39714
3706,294,1065,112723,775200,87049,3132,170,2778,654,173,151,06,001,440306,18,1083,30,0,761,304,2667,52114,1065,0,0,0,0,0,18,25,0,0,64,95,293,112,27,93,338,110,5,0,0,27,10,0,14,54,33,0,0,0,0,11,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001440306,602600,36933,2408,208,65,5,0,37,0,0,9,0,06,001,440306,14,28,0,16,0,6,0,0,0,6,16,0,0,9,0,0,7,0,0,37,0,5,7,9,6,5,5,0,30058
4449,673,1514,102500,755100,255583,1764,974,3576,991,429,46,06,001,440307,41,1563,9,11,1080,434,1961,50698,1514,60,9,49,82,30,6,12,58,8,112,102,210,76,71,228,401,321,60,0,35,19,0,25,68,114,84,0,0,3,0,0,0,0,81,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001440307,312500,124263,1953,373,199,2,46,90,35,16,0,0,06,001,440307,10,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,17,0,32004
6303,891,1987,113750,1111700,51058,2374,297,4991,1188,420,44,06,001,440308,126,2083,21,34,899,1088,2470,37217,1987,233,96,8,76,0,9,7,15,62,115,86,242,96,159,317,466,574,60,50,109,0,89,44,52,170,125,49,0,0,0,0,10,0,66,27,0,0,0,0,0,0,10,17,95,0,0,0,57,38,0,0,0,06001440308,728400,49262,2181,101,328,24,33,18,0,69,44,12,06,001,440308,128,93,31,0,0,21,0,7,10,24,83,0,0,8,0,5,30,9,31,66,0,7,7,7,14,0,0,31,49159
3373,356,990,132500,1063100,168636,2793,240,2472,664,183,50,06,001,440331,70,1007,30,30,647,343,2849,49632,990,38,6,0,6,27,0,13,9,11,38,66,112,134,108,156,266,41,0,0,6,0,13,0,0,22,25,0,21,0,0,0,0,0,4,9,0,0,0,0,4,0,5,0,7,7,0,0,0,0,0,0,0,06001440331,791300,96669,2099,107,84,0,0,21,5,39,5,7,06,001,440331,7,75,6,0,6,5,34,8,5,11,14,0,0,0,0,0,7,0,7,6,6,0,0,0,0,0,0,0,40082
3102,276,879,180234,1552300,98520,3501,-333333333,2222,711,553,106,06,001,440332,89,889,0,3,802,77,3706,49706,879,30,5,19,6,3,21,0,8,8,21,32,56,65,114,102,389,137,18,7,0,19,18,13,4,58,26,8,12,0,0,6,0,0,0,7,3,0,0,0,0,0,0,4,18,14,0,4,0,0,0,0,0,06001440332,990700,49160,3501,-333333333,75,0,0,9,14,6,0,0,06,001,440332,46,28,0,6,0,0,0,0,0,22,92,21,25,27,0,0,0,0,19,6,0,0,0,0,0,0,0,6,51705
2516,174,869,127708,1044500,102450,3131,898,2086,701,219,61,06,001,440333,41,889,5,0,723,146,2474,54167,869,99,18,18,0,5,11,0,6,10,36,74,60,97,106,63,266,17,0,0,0,4,2,5,6,0,44,14,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,06001440333,858700,31081,2488,1490,5,0,0,2,1,2,0,0,06,001,440333,0,39,7,0,0,0,7,8,0,17,0,0,0,0,0,0,0,0,0,14,7,0,0,7,0,0,0,0,41542
3902,361,1026,163663,1063100,34046,2714,757,2960,868,376,18,06,001,440334,22,1034,15,3,868,158,3344,47574,1026,30,0,0,0,6,57,15,12,7,12,59,128,85,64,154,397,95,7,0,8,8,0,0,0,72,83,0,0,0,12,0,13,28,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001440334,732400,59644,2352,218,149,0,0,51,0,12,21,0,06,001,440334,65,50,0,0,0,0,0,14,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42110
4554,895,1354,156579,1020100,109455,2883,251,3349,930,285,74,06,001,440336,210,1424,21,25,734,620,2669,59727,1354,15,8,57,7,0,0,9,26,13,88,77,96,123,116,229,490,275,0,7,23,12,77,41,13,102,69,1,9,0,0,0,0,18,41,14,0,0,0,14,0,0,0,0,7,0,0,7,0,0,0,0,0,06001440336,739800,71069,2272,88,176,12,15,34,9,20,42,0,06,001,440336,44,37,2,0,20,7,0,8,0,0,0,0,0,0,0,0,0,0,0,50,12,0,11,0,10,0,0,17,42601
4584,2138,1757,175159,1230800,157771,2926,799,3533,866,677,243,06,001,441100,151,1854,86,90,1421,336,2431,70161,1757,113,43,56,76,27,0,55,0,30,55,40,33,192,33,225,779,107,11,0,42,3,0,0,0,51,97,3,3,0,0,0,59,0,32,13,0,0,0,0,0,0,0,13,22,0,22,0,0,0,0,0,0,06001441100,864000,39412,1780,145,149,49,7,20,9,0,9,20,06,001,441100,35,29,0,0,0,0,9,10,0,10,30,0,0,0,0,0,30,0,0,23,23,0,0,0,0,0,0,0,44770
7151,2144,2640,168722,1380600,100945,2595,263,5437,1683,1169,163,06,001,441200,232,2685,103,337,1724,916,2914,76026,2640,0,85,0,5,52,11,29,0,9,66,187,179,201,276,605,935,446,43,0,62,61,64,25,79,112,27,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,13,36,0,36,0,0,0,0,0,0,06001441200,898000,71779,2220,132,244,106,0,0,44,0,23,38,06,001,441200,33,108,23,0,0,0,0,55,0,30,126,40,0,42,0,0,0,0,44,34,0,17,0,0,0,0,0,17,52449
3338,769,1262,167845,1563800,177618,3080,147,2486,890,533,72,06,001,441301,260,1305,29,0,629,633,3075,88135,1262,93,13,13,27,0,29,0,26,0,0,8,137,42,114,258,502,85,0,13,16,0,0,0,0,56,29,5,0,0,15,0,0,0,9,60,0,0,7,0,0,0,6,47,0,0,0,0,0,0,0,0,0,06001441301,1108600,126206,2686,98,180,19,0,15,6,13,50,0,06,001,441301,77,124,18,0,0,10,11,8,13,64,92,0,0,0,0,28,37,8,19,34,10,0,0,0,0,0,0,24,63919
5882,646,1931,210580,1361600,61851,2780,126,4281,1540,915,88,06,001,441302,130,1956,0,8,1346,585,2945,88766,1931,82,8,32,41,23,55,7,19,29,33,52,164,72,137,188,989,143,18,0,0,34,13,21,0,57,81,0,17,9,0,0,24,0,31,69,0,0,0,0,0,21,27,21,184,136,0,19,0,0,9,0,20,06001441302,998200,54295,2399,268,151,19,32,21,32,0,10,0,06,001,441302,37,46,0,9,0,0,11,10,0,16,21,0,0,0,10,0,0,0,11,21,0,13,8,0,0,0,0,0,54308
7667,1636,2422,186000,1218600,117714,2917,883,5385,1908,947,11,06,001,441401,264,2470,15,31,1371,1051,2908,61298,2422,0,0,25,100,84,14,42,22,0,146,75,78,157,247,321,1111,379,29,3,21,0,66,153,39,68,126,0,13,0,0,10,0,0,103,26,0,0,26,0,0,0,0,0,15,0,0,0,0,0,0,0,15,06001441401,913300,70707,1979,167,185,52,17,0,21,18,20,0,06,001,441401,57,166,11,29,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,45148
5231,755,1757,189806,1418200,65389,3026,398,4079,1285,846,62,06,001,441402,301,1788,28,0,1298,459,3158,72583,1757,10,0,0,9,9,8,30,27,0,89,69,159,99,64,319,865,112,20,20,45,0,0,0,0,27,51,0,21,0,6,0,0,0,24,34,0,0,0,0,0,0,0,34,24,11,13,0,0,0,0,0,0,06001441402,943200,41533,2494,214,178,19,2,48,0,8,23,0,06,001,441402,78,104,10,9,20,0,0,23,18,24,17,8,0,0,0,0,0,0,9,38,0,8,0,0,0,22,0,8,60817
5496,562,1699,200781,1269800,118280,3291,161,4146,1502,950,52,06,001,441501,162,1728,11,0,1510,189,3326,62994,1699,24,0,6,9,49,44,5,9,18,29,99,85,101,169,200,852,101,0,0,0,9,21,0,7,64,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,23,0,0,0,0,5,0,0,18,06001441501,876200,23966,2232,935,234,3,0,19,45,9,13,23,06,001,441501,122,52,0,10,0,0,12,0,0,30,74,16,0,0,0,29,0,0,29,10,0,0,0,10,0,0,0,0,50956
7528,580,2386,240658,1414800,144328,3367,381,5075,1826,1803,124,06,001,441503,361,2589,17,0,1950,436,3925,117794,2386,17,70,66,22,0,0,4,28,26,17,46,110,80,111,349,1440,212,0,14,16,0,11,0,0,171,59,0,0,0,0,0,0,0,59,68,50,0,0,18,0,0,0,0,75,45,0,0,0,8,0,0,22,06001441503,959600,48834,2891,120,203,13,33,31,37,19,0,0,06,001,441503,70,275,24,0,0,19,19,12,30,171,146,24,17,18,0,10,16,0,61,177,28,0,5,47,31,41,0,25,86054
6045,570,1837,211406,1312600,43606,3394,509,4429,1412,1042,63,06,001,441521,273,1860,9,26,1469,368,3202,71526,1837,37,17,10,37,42,29,44,59,9,34,107,139,59,83,180,951,112,0,10,20,16,19,0,0,47,34,0,1,0,0,7,0,0,26,15,0,0,0,0,0,0,6,9,142,6,0,0,10,0,0,10,116,06001441521,937700,41768,2891,273,34,8,0,9,0,13,0,4,06,001,441521,0,85,0,14,11,0,0,0,0,60,27,0,0,0,0,0,0,0,27,25,12,0,0,0,0,13,0,0,68875
5131,1049,1508,178438,1163500,66997,3431,876,3424,1199,603,64,06,001,441522,41,1524,13,35,1287,221,3225,64981,1508,12,69,0,29,0,24,19,13,0,25,65,96,157,134,183,682,82,7,0,33,0,0,21,0,21,0,0,0,0,0,0,0,0,0,44,0,11,0,0,33,0,0,0,13,0,0,0,0,13,0,0,0,06001441522,830600,40938,2679,658,111,0,0,22,0,7,12,7,06,001,441522,63,67,8,9,0,0,8,0,0,42,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,52896
4032,417,1395,188679,1056600,64228,3141,108,2783,995,928,52,06,001,441523,171,1425,22,0,549,846,3105,114609,1395,27,0,8,9,20,0,0,20,0,18,60,26,93,154,305,655,161,18,0,0,7,32,9,5,90,139,4,0,8,0,0,50,0,77,44,0,9,0,0,8,0,0,27,36,27,0,0,0,0,0,0,9,06001441523,694100,48539,2634,99,103,17,0,0,0,10,0,10,06,001,441523,66,160,0,0,0,0,0,15,0,145,63,0,22,0,0,15,0,0,26,37,9,0,0,0,0,0,0,28,96264
3989,228,1232,250001,1297400,168836,3246,114,2559,942,1045,106,06,001,441524,100,1330,8,8,776,456,3222,136296,1232,0,25,8,8,8,7,0,0,0,0,17,89,42,15,128,885,102,0,0,0,0,9,0,9,84,48,17,0,0,0,0,8,0,23,61,8,0,0,0,0,0,6,47,27,0,0,0,8,0,0,0,19,06001441524,965900,59838,2633,159,72,0,0,0,0,18,0,0,06,001,441524,54,59,0,11,0,0,7,0,0,41,34,0,0,0,0,0,0,0,34,28,0,0,10,8,10,0,0,0,97083
4418,1249,1515,185208,1174500,47797,3501,-333333333,3354,873,633,45,06,001,441601,61,1566,19,24,1182,333,3079,62672,1515,57,0,9,67,11,13,0,0,26,81,8,149,109,141,124,720,86,0,16,14,0,7,0,14,35,70,0,7,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,06001441601,811500,46515,2936,478,49,0,0,0,4,0,0,0,06,001,441601,45,43,4,0,1,0,0,0,0,38,12,0,0,0,0,0,0,0,12,55,10,14,22,0,0,0,9,0,50886
7280,1751,2371,131141,1092900,50143,2717,242,4851,1387,638,47,06,001,441602,156,2477,0,0,1243,1128,2539,61906,2371,77,17,29,0,67,44,160,74,0,13,135,134,425,243,306,647,177,21,25,11,17,17,0,0,86,85,4,8,2,0,0,0,0,71,91,7,0,0,0,0,0,0,84,46,0,0,0,0,19,0,0,27,06001441602,841000,46148,2297,95,117,0,8,0,44,0,41,0,06,001,441602,24,141,0,16,0,0,0,0,13,112,26,0,0,0,0,0,0,0,26,105,18,0,0,0,48,11,0,28,43391
6611,2184,2303,180354,1163200,76991,3054,333,4690,1798,747,66,06,001,441800,155,2415,0,32,1347,956,2827,87955,2303,0,76,20,0,55,0,18,0,48,38,61,267,87,207,423,1003,68,4,0,0,20,0,0,0,44,84,0,0,0,0,30,0,0,54,36,0,0,0,0,0,0,0,36,83,0,0,0,0,0,0,21,62,06001441800,857300,32040,2256,153,233,61,37,25,0,0,21,0,06,001,441800,89,88,36,0,25,0,0,0,0,27,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,49,51250
3779,707,1345,153089,1158700,91198,3354,127,2698,575,696,29,06,001,441921,120,1406,0,0,347,998,3330,74853,1345,39,9,0,12,0,0,0,19,0,38,89,102,195,130,228,484,380,5,5,6,36,0,29,24,275,217,0,0,21,0,13,104,13,66,121,0,0,12,0,15,13,0,81,73,0,0,0,0,24,0,0,49,06001441921,691500,47451,2782,114,158,12,9,0,0,0,0,7,06,001,441921,130,146,0,0,12,20,0,35,0,79,90,0,0,8,0,0,7,0,75,9,0,9,0,0,0,0,0,0,62390
5762,902,2340,130038,1004800,192883,2801,112,4216,1201,1043,33,06,001,441923,148,2572,24,21,153,2187,2834,70775,2340,145,5,66,24,0,25,85,39,12,9,201,236,233,428,232,600,321,83,0,7,0,17,15,14,185,483,13,5,8,44,39,7,0,367,82,0,0,0,0,0,0,0,82,225,67,0,0,25,12,84,0,37,06001441923,683500,156815,2203,154,412,85,2,45,18,11,94,4,06,001,441923,153,75,0,23,9,0,10,0,20,13,30,0,13,0,0,0,0,0,17,34,0,0,0,0,0,0,0,34,53830
7540,1256,2643,191306,1121100,34854,3201,135,5435,2368,1390,87,06,001,441924,204,2856,39,26,1360,1283,3035,96901,2643,74,10,0,29,21,77,32,73,9,0,50,125,274,260,450,1159,113,0,0,0,15,0,13,0,85,216,21,0,0,0,20,24,0,151,127,26,0,0,0,27,17,0,57,75,0,11,0,23,10,16,0,15,06001441924,809800,49437,2434,144,233,14,0,57,35,0,0,13,06,001,441924,114,118,0,0,13,0,16,0,0,89,187,0,0,14,0,14,10,0,149,123,15,0,0,0,38,0,0,70,71684
4307,666,1685,113510,922700,73460,2465,114,3167,1066,447,61,06,001,441926,46,1701,37,0,482,1203,2424,58640,1685,120,0,6,7,17,70,6,12,39,97,199,109,265,143,283,312,362,18,0,13,13,11,73,0,234,196,0,0,16,9,7,10,17,137,28,8,0,0,0,0,8,0,12,77,0,10,0,0,0,0,12,55,06001441926,701900,71108,2004,95,152,0,18,7,0,10,0,8,06,001,441926,109,188,24,9,33,7,7,46,0,62,66,3,0,0,0,13,16,0,34,136,34,14,0,0,0,11,0,77,52031
4316,885,1566,152381,1016600,87132,2825,115,3181,1336,602,37,06,001,441927,54,1739,19,0,338,1228,2855,77907,1566,37,70,19,8,19,0,0,45,0,64,120,86,176,119,331,472,230,0,9,0,7,5,42,7,160,176,37,0,4,65,0,11,9,50,54,0,0,0,0,0,9,0,45,145,14,0,0,28,27,0,0,76,06001441927,767100,59234,2352,73,209,6,41,48,8,7,8,31,06,001,441927,60,281,9,8,9,72,10,28,21,124,87,0,0,9,8,7,15,0,48,119,35,17,0,0,27,0,0,40,65727
