STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,NAMELSAD,STUSPS,NAMELSADCO,STATE_NAME,LSAD,ALAND,AWATER,geometry,pop_23,white_23,B19001_001E_x,hinc_23,mhval_23,mhval_23_se,mrent_23,mrent_23_se,total_25_23,total_25_col_bd_23,total_25_col_md_23,total_25_col_pd_23,state_x,county_x,tract_x,total_25_col_phd_23,tot_units_built_23,units_40_49_built_23,units_39_early_built_23,ohu_23,rhu_23,mmhcosts_23,iinc_23,B19001_001E_y,I_10000_23,I_15000_23,I_20000_23,I_25000_23,I_30000_23,I_35000_23,I_40000_23,I_45000_23,I_50000_23,I_60000_23,I_75000_23,I_100000_23,I_125000_23,I_150000_23,I_200000_23,I_201000_23,mov_wc_w_income_23,mov_wc_9000_23,mov_wc_15000_23,mov_wc_25000_23,mov_wc_35000_23,mov_wc_50000_23,mov_wc_65000_23,mov_wc_75000_23,mov_wc_76000_more_23,mov_oc_w_income_23,mov_oc_9000_23,mov_oc_15000_23,mov_oc_25000_23,mov_oc_35000_23,mov_oc_50000_23,mov_oc_65000_23,mov_oc_75000_23,mov_oc_76000_more_23,mov_os_w_income_23,mov_os_9000_23,mov_os_15000_23,mov_os_25000_23,mov_os_35000_23,mov_os_50000_23,mov_os_65000_23,mov_os_75000_23,mov_os_76000_more_23,mov_fa_w_income_23,mov_fa_9000_23,mov_fa_15000_23,mov_fa_25000_23,mov_fa_35000_23,mov_fa_50000_23,mov_fa_65000_23,mov_fa_75000_23,mov_fa_76000_more_23,FIPS,mhval_19,mhval_19_se,mrent_19,mrent_19_se,mov_wc_w_income_19,mov_wc_9000_19,mov_wc_15000_19,mov_wc_25000_19,mov_wc_35000_19,mov_wc_50000_19,mov_wc_65000_19,mov_wc_75000_19,state_y,county_y,tract_y,mov_wc_76000_more_19,mov_oc_w_income_19,mov_oc_9000_19,mov_oc_15000_19,mov_oc_25000_19,mov_oc_35000_19,mov_oc_50000_19,mov_oc_65000_19,mov_oc_75000_19,mov_oc_76000_more_19,mov_os_w_income_19,mov_os_9000_19,mov_os_15000_19,mov_os_25000_19,mov_os_35000_19,mov_os_50000_19,mov_os_65000_19,mov_os_75000_19,mov_os_76000_more_19,mov_fa_w_income_19,mov_fa_9000_19,mov_fa_15000_19,mov_fa_25000_19,mov_fa_35000_19,mov_fa_50000_19,mov_fa_65000_19,mov_fa_75000_19,mov_fa_76000_more_19,iinc_19,pct_renter,pct_nonwhite,pct_college,rent_growth,val_growth,is_low_income,high_renter,low_education,high_market_pressure,at_risk_displacement
06,001,451201,1400000US06001451201,06001451201,4512.01,Census Tract 4512.01,CA,Alameda County,California,CT,3662205,9862,"POLYGON ((-121.759438 37.704173, -121.757148 37.704918, -121.756491 37.705413, -121.755267 37.705671, -121.754396 37.705978, -121.753779 37.70656, -121.753724 37.707005, -121.753447 37.707922, -121.75292 37.708598, -121.752873 37.70896, -121.75285 37.709614, -121.753928 37.71101, -121.753872 37.71129, -121.752793 37.712295, -121.752211 37.713042, -121.751899 37.714646, -121.751663 37.714893, -121.750602 37.71579, -121.747982 37.716454, -121.747289 37.716608, -121.74501 37.716913, -121.743888 37.717465, -121.74354 37.717757, -121.743168 37.718504, -121.741125 37.716486, -121.738794 37.717051, -121.733994 37.717036, -121.732561 37.717034, -121.724279 37.71701, -121.724373 37.711973, -121.72436 37.710601, -121.723874 37.709128, -121.737435 37.703447, -121.740284 37.702728, -121.743137 37.702458, -121.748667 37.702649, -121.759362 37.703015, -121.759438 37.704173))",7292,3619,2750,108690.0,887000.0,74207.0,2099.0,568.0,5232,1225,501,69,6,1,451201,76,2770,0,57,1750,1000,2462.0,47167.0,2750,223,0,23,77,23,71,196,43,0,43,321,255,369,364,372,370,368,55,0,0,40,174,20,12,67,117,12,0,19,18,20,0,0,48,46,0,0,0,0,0,0,22,24,0,0,0,0,0,0,0,0,0,06001451201,641600.0,28317.0,1963.0,181.0,369,49,0,3,94,70,64,0,6,1,451201,89,219,36,3,0,86,45,0,0,49,40,18,0,6,0,0,0,16,0,8,0,8,0,0,0,0,0,0,50571.0,0.36363636363636365,0.5037026878771256,0.35760703363914376,0.06928171166581763,0.3824812967581047,True,False,True,True,At Risk
06,001,408000,1400000US06001408000,06001408000,4080,Census Tract 4080,CA,Alameda County,California,CT,1955276,0,"POLYGON ((-122.197274 37.81093, -122.195789 37.810993, -122.194649 37.810822, -122.191459 37.809752, -122.186745 37.809314, -122.183105 37.809602, -122.181329 37.808877, -122.179213 37.805068, -122.179157 37.804981, -122.178199 37.804014, -122.178139 37.803964, -122.176953 37.804711, -122.175957 37.802699, -122.170615 37.800138, -122.170754 37.796512, -122.173601 37.797163, -122.175818 37.794814, -122.17692 37.794239, -122.182769 37.796717, -122.184997 37.798402, -122.185369 37.798489, -122.190151 37.802808, -122.194059 37.807423, -122.195357 37.808705, -122.197791 37.810589, -122.197274 37.81093))",2767,1625,1019,207750.0,1209900.0,68440.0,3501.0,,1942,591,480,260,6,1,408000,171,1037,30,13,877,142,3747.0,79485.0,1019,0,0,0,0,0,31,0,33,15,33,52,63,111,29,109,543,63,10,14,0,10,9,0,9,11,162,61,1,4,21,0,0,0,75,13,0,0,0,0,0,0,0,13,32,32,0,0,0,0,0,0,0,06001408000,958400.0,46737.0,3476.0,281.0,51,23,5,12,0,5,0,0,6,1,408000,6,239,78,16,16,0,0,3,5,121,60,30,0,0,13,0,0,10,7,0,0,0,0,0,0,0,0,0,69123.0,0.1393523061825319,0.412721358872425,0.7734294541709578,0.007192174913693901,0.26241652754590983,False,False,False,True,Stable / Higher Income
06,001,437500,1400000US06001437500,06001437500,4375,Census Tract 4375,CA,Alameda County,California,CT,633556,0,"POLYGON ((-122.083491 37.648448, -122.081976 37.648688, -122.079978 37.648911, -122.072298 37.642174, -122.072466 37.642087, -122.073967 37.641109, -122.07847 37.640942, -122.081225 37.640842, -122.081222 37.639636, -122.083513 37.639593, -122.083491 37.648448))",4663,442,1160,96250.0,847200.0,90713.0,2240.0,135.0,2810,371,58,29,6,1,437500,36,1182,88,69,275,885,2269.0,40804.0,1160,102,18,12,63,27,17,49,24,38,49,58,129,219,125,87,143,212,92,0,7,30,39,33,6,5,21,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001437500,570700.0,42206.0,1791.0,67.0,109,63,20,4,4,15,3,0,6,1,437500,0,78,9,0,40,16,0,6,7,0,4,4,0,0,0,0,0,0,0,8,4,0,0,0,4,0,0,0,35798.0,0.7629310344827587,0.9052112374008149,0.17580071174377224,0.25069793411501956,0.4844927282284913,True,True,True,True,At Risk
06,001,436601,1400000US06001436601,06001436601,4366.01,Census Tract 4366.01,CA,Alameda County,California,CT,1083579,0,"POLYGON ((-122.083302 37.664395, -122.082336 37.666154, -122.074284 37.655967, -122.070021 37.650546, -122.070242 37.650505, -122.070968 37.650382, -122.076872 37.649415, -122.080061 37.653092, -122.082473 37.655991, -122.083272 37.656907, -122.086718 37.658182, -122.083302 37.664395))",6554,636,1899,80095.0,759700.0,68207.0,2283.0,288.0,4654,788,102,31,6,1,436601,0,1997,136,193,790,1109,2342.0,42500.0,1899,134,30,0,39,78,131,16,171,28,54,205,196,150,163,248,256,112,0,11,21,9,5,41,0,25,198,7,14,14,7,73,26,0,57,16,0,0,5,0,11,0,0,0,18,0,0,10,0,8,0,0,0,06001436601,516700.0,73591.0,1711.0,132.0,295,10,18,62,21,45,60,14,6,1,436601,65,165,19,0,10,30,24,39,7,36,12,0,0,12,0,0,0,0,0,61,44,0,10,7,0,0,0,0,32416.0,0.5839915745129015,0.9029600244125725,0.19789428448646326,0.3343074225599065,0.4702922392103735,True,True,True,True,At Risk
06,001,436402,1400000US06001436402,06001436402,4364.02,Census Tract 4364.02,CA,Alameda County,California,CT,4274356,0,"POLYGON ((-122.059305 37.666343, -122.059234 37.666381, -122.058145 37.666968, -122.055378 37.667758, -122.051948 37.668487, -122.052503 37.670166, -122.054303 37.670838, -122.056135 37.671076, -122.055763 37.673401, -122.054587 37.673672, -122.05233 37.674004, -122.049032 37.677089, -122.048822 37.676786, -122.04829 37.675993, -122.044395 37.674993, -122.043038 37.674446, -122.04001 37.675315, -122.033951 37.676191, -122.033499 37.676172, -122.032091 37.675264, -122.031942 37.674875, -122.031391 37.674199, -122.030321 37.673342, -122.029683 37.672828, -122.029124 37.672292, -122.029019 37.671854, -122.029193 37.67147, -122.029319 37.670982, -122.028008 37.667481, -122.027909 37.664641, -122.027234 37.663432, -122.02623 37.661425, -122.024254 37.661269, -122.025247 37.658647, -122.027536 37.655762, -122.030181 37.656322, -122.032193 37.656924, -122.032697 37.657155, -122.033278 37.657287, -122.033741 37.657562, -122.034446 37.657743, -122.035054 37.657985, -122.035979 37.658562, -122.036568 37.65868, -122.039159 37.658404, -122.045212 37.660971, -122.04839 37.662652, -122.050913 37.661718, -122.053837 37.661906, -122.055612 37.663999, -122.05743 37.665059, -122.060868 37.665709, -122.059305 37.666343))",2754,1028,945,173882.0,1084400.0,88632.0,2663.0,902.0,2178,787,220,53,6,1,436402,67,1005,19,52,858,87,3268.0,73125.0,945,8,0,0,10,0,0,8,0,0,43,14,93,97,106,167,399,42,6,0,0,0,0,7,0,29,12,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001436402,762100.0,69328.0,3000.0,916.0,72,15,16,0,0,0,0,32,6,1,436402,9,25,0,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70188.0,0.09206349206349207,0.6267247639796659,0.5174471992653811,-0.11233333333333333,0.4229103792153261,False,False,True,True,Stable / Higher Income
06,001,441521,1400000US06001441521,06001441521,4415.21,Census Tract 4415.21,CA,Alameda County,California,CT,1623728,0,"POLYGON ((-122.060428 37.574893, -122.05502 37.581152, -122.054663 37.581737, -122.050647 37.579702, -122.048354 37.578599, -122.045512 37.570834, -122.04452 37.569316, -122.043128 37.56773, -122.045396 37.567774, -122.047157 37.567492, -122.051618 37.566778, -122.053918 37.566287, -122.058659 37.567463, -122.059295 37.569413, -122.060131 37.573501, -122.060222 37.573995, -122.060428 37.574893))",6045,570,1837,211406.0,1312600.0,43606.0,3394.0,509.0,4429,1412,1042,63,6,1,441521,273,1860,9,26,1469,368,3202.0,71526.0,1837,37,17,10,37,42,29,44,59,9,34,107,139,59,83,180,951,112,0,10,20,16,19,0,0,47,34,0,1,0,0,7,0,0,26,15,0,0,0,0,0,0,6,9,142,6,0,0,10,0,0,10,116,06001441521,937700.0,41768.0,2891.0,273.0,34,8,0,9,0,13,0,4,6,1,441521,0,85,0,14,11,0,0,0,0,60,27,0,0,0,0,0,0,0,27,25,12,0,0,0,0,13,0,0,68875.0,0.20032661948829614,0.9057071960297767,0.6299390381575977,0.17398823936354202,0.3998080409512637,False,False,False,True,Stable / Higher Income
06,001,406800,1400000US06001406800,06001406800,4068,Census Tract 4068,CA,Alameda County,California,CT,912527,0,"POLYGON ((-122.202104 37.797091, -122.200506 37.79692, -122.198397 37.800064, -122.197644 37.799397, -122.19677 37.798152, -122.194663 37.80177, -122.193382 37.801326, -122.194085 37.802956, -122.192665 37.803075, -122.194402 37.80562, -122.192556 37.805123, -122.195038 37.808233, -122.194059 37.807423, -122.190151 37.802808, -122.185369 37.798489, -122.187682 37.798822, -122.189985 37.798906, -122.191753 37.798872, -122.193066 37.798061, -122.192472 37.797505, -122.191046 37.795698, -122.191543 37.795091, -122.191623 37.795028, -122.194306 37.793458, -122.198304 37.791118, -122.200653 37.793713, -122.20095 37.794015, -122.203371 37.796096, -122.202104 37.797091))",3905,1072,1429,122525.0,934600.0,99142.0,2496.0,488.0,2909,860,488,188,6,1,406800,109,1537,141,562,970,459,2717.0,58665.0,1429,0,61,18,15,0,8,56,0,23,64,46,229,244,52,160,453,110,0,0,3,14,0,22,0,71,87,0,47,32,4,0,0,0,4,35,0,0,0,0,16,0,19,0,9,0,9,0,0,0,0,0,0,06001406800,819500.0,39889.0,1859.0,642.0,106,9,5,17,0,48,0,14,6,1,406800,13,214,23,14,18,0,67,0,11,81,42,17,0,0,0,0,16,0,9,10,0,10,0,0,0,0,0,0,49500.0,0.3212036389083275,0.7254801536491677,0.5654864214506703,0.34265734265734266,0.14045149481391092,False,False,True,True,Stable / Higher Income
06,001,408400,1400000US06001408400,06001408400,4084,Census Tract 4084,CA,Alameda County,California,CT,542660,0,"POLYGON ((-122.176639 37.766336, -122.172133 37.769131, -122.169167 37.767123, -122.167789 37.766009, -122.164942 37.762685, -122.168729 37.760898, -122.170547 37.759996, -122.171136 37.760692, -122.172283 37.761695, -122.172761 37.762137, -122.174561 37.763909, -122.175698 37.76494, -122.177197 37.765816, -122.176639 37.766336))",4098,261,1333,74801.0,604100.0,98116.0,2097.0,329.0,2918,400,135,0,6,1,408400,9,1356,368,464,626,707,2163.0,35031.0,1333,23,40,44,30,101,40,0,56,79,101,156,161,90,77,125,210,235,29,0,11,21,42,29,10,93,6,0,0,0,0,6,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06001408400,360000.0,164074.0,1319.0,329.0,43,14,15,0,0,0,13,0,6,1,408400,1,60,0,26,0,24,0,10,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26393.0,0.5303825956489122,0.9363103953147877,0.1864290610006854,0.5898407884761183,0.6780555555555555,True,True,True,True,At Risk
06,001,441200,1400000US06001441200,06001441200,4412,Census Tract 4412,CA,Alameda County,California,CT,3247503,11692,"POLYGON ((-122.006973 37.582933, -122.005866 37.586484, -122.005712 37.586398, -122.0035 37.588048, -122.001284 37.589523, -121.992315 37.582083, -121.991186 37.581193, -121.990327 37.580687, -121.987212 37.579706, -121.98305 37.579169, -121.976687 37.578768, -121.975304 37.578451, -121.973403 37.577739, -121.971528 37.57658, -121.968904 37.573771, -121.969808 37.573104, -121.970695 37.572601, -121.971122 37.572404, -121.984122 37.568, -121.987062 37.568033, -121.98837 37.568829, -121.991271 37.571078, -121.997443 37.575796, -122.006263 37.582616, -122.007028 37.582753, -122.006973 37.582933))",7151,2144,2640,168722.0,1380600.0,100945.0,2595.0,263.0,5437,1683,1169,163,6,1,441200,232,2685,103,337,1724,916,2914.0,76026.0,2640,0,85,0,5,52,11,29,0,9,66,187,179,201,276,605,935,446,43,0,62,61,64,25,79,112,27,0,0,0,0,0,0,0,27,13,0,0,0,0,0,0,0,13,36,0,36,0,0,0,0,0,0,06001441200,898000.0,71779.0,2220.0,132.0,244,106,0,0,44,0,23,38,6,1,441200,33,108,23,0,0,0,0,55,0,30,126,40,0,42,0,0,0,0,44,34,0,17,0,0,0,0,0,17,52449.0,0.346969696969697,0.7001817927562579,0.5972043406290234,0.16891891891891891,0.5374164810690423,False,False,False,True,Stable / Higher Income
06,085,507002,1400000US06085507002,06085507002,5070.02,Census Tract 5070.02,CA,Santa Clara County,California,CT,13651144,0,"POLYGON ((-121.986922 37.20247, -121.986553 37.205329, -121.986904 37.205921, -121.987047 37.206475, -121.986095 37.208006, -121.986589 37.208246, -121.986665 37.208557, -121.986434 37.208918, -121.986447 37.209614, -121.986878 37.209954, -121.987462 37.21007, -121.986824 37.210967, -121.986209 37.211353, -121.986081 37.21194, -121.985888 37.212313, -121.985416 37.212671, -121.985083 37.213118, -121.984225 37.213764, -121.983798 37.213652, -121.98259 37.21403, -121.98111 37.21407, -121.97913 37.21371, -121.97933 37.21309, -121.97804 37.21244, -121.9791 37.21176, -121.97988 37.21061, -121.980825 37.210129, -121.979649 37.208634, -121.977911 37.208568, -121.976705 37.208119, -121.97463 37.2102, -121.972593 37.209986, -121.972323 37.210582, -121.972767 37.212827, -121.97186 37.213003, -121.97107 37.21404, -121.971012 37.214206, -121.970397 37.216808, -121.970152 37.217238, -121.97263 37.21902, -121.97399 37.22108, -121.97149 37.22285, -121.970047 37.224664, -121.96965 37.22518, -121.96904 37.22594, -121.96789 37.22736, -121.96739 37.22727, -121.9643 37.22659, -121.96041 37.22551, -121.959701 37.224751, -121.95903 37.2246, -121.95828 37.22485, -121.95641 37.22426, -121.95538 37.22361, -121.95474 37.22305, -121.954326 37.222461, -121.953597 37.221426, -121.95357 37.22067, -121.953622 37.220003, -121.95355 37.21929, -121.95184 37.21834, -121.94846 37.2171, -121.943235 37.216967, -121.942838 37.218601, -121.93742 37.21863, -121.935571 37.219405, -121.93259 37.21943, -121.93211 37.21832, -121.93383 37.2182, -121.93123 37.21748, -121.929039 37.217491, -121.927468 37.218797, -121.92392 37.22002, -121.921883 37.219314, -121.92095 37.21916, -121.91794 37.21892, -121.915806 37.21798, -121.91331 37.21762, -121.91266 37.21707, -121.912442 37.2169, -121.912993 37.216069, -121.912428 37.213567, -121.912431 37.212102, -121.912813 37.211759, -121.913009 37.211635, -121.91318 37.211481, -121.91329 37.211328, -121.913441 37.21119, -121.913534 37.211056, -121.915977 37.209301, -121.917296 37.207625, -121.919433 37.20701, -121.922092 37.204533, -121.923432 37.201137, -121.925686 37.198643, -121.92798 37.196874, -121.928242 37.194693, -121.935842 37.195357, -121.941509 37.19566, -121.945359 37.196916, -121.947016 37.196801, -121.95058 37.197717, -121.955468 37.197804, -121.963103 37.201153, -121.972174 37.203344, -121.976273 37.202096, -121.976453 37.202062, -121.976666 37.201963, -121.976844 37.201891, -121.977085 37.201776, -121.98077 37.20089, -121.98367 37.19903, -121.98661 37.20027, -121.989015 37.201494, -121.986922 37.20247))",3417,2659,1129,250001.0,2000001.0,,2857.0,406.0,2480,985,853,117,6,85,507002,152,1190,83,183,1054,75,4001.0,108281.0,1129,26,0,126,7,9,0,0,0,0,0,0,37,31,26,106,761,206,9,0,0,0,0,8,0,189,26,0,0,10,0,0,0,0,16,49,12,0,21,0,0,0,0,16,39,0,0,0,0,0,0,0,39,06085507002,2000001.0,,2335.0,243.0,63,50,0,6,0,0,0,7,6,85,507002,0,67,20,10,0,0,18,0,0,19,34,0,0,6,14,0,0,0,14,20,0,0,0,0,0,0,0,20,73938.0,0.06643046944198405,0.22183201638864503,0.8495967741935484,0.22355460385438972,0.0,False,False,False,False,Stable / Higher Income
06,085,511701,1400000US06085511701,06085511701,5117.01,Census Tract 5117.01,CA,Santa Clara County,California,CT,9190789,0,"POLYGON ((-122.15339 37.38651, -122.15214 37.38722, -122.151641 37.388189, -122.15063 37.39147, -122.150199 37.391835, -122.14975 37.39215, -122.14325 37.39452, -122.141532 37.395386, -122.13476 37.39877, -122.13169 37.39997, -122.12997 37.40076, -122.124471 37.401268, -122.124828 37.399206, -122.129654 37.395115, -122.128415 37.394864, -122.128367 37.394584, -122.128347 37.394545, -122.128307 37.394528, -122.128339 37.392209, -122.126604 37.388977, -122.126344 37.388364, -122.124955 37.388403, -122.124278 37.38767, -122.123418 37.386519, -122.124109 37.38489, -122.125509 37.382906, -122.123257 37.381285, -122.120476 37.378629, -122.119659 37.377141, -122.119704 37.373966, -122.118744 37.373172, -122.119112 37.37214, -122.12036 37.37104, -122.117646 37.369977, -122.11845 37.367715, -122.117674 37.36554, -122.11633 37.36475, -122.11552 37.36564, -122.11335 37.364765, -122.112843 37.364332, -122.1111 37.36232, -122.10927 37.36139, -122.10769 37.36047, -122.10243 37.35609, -122.10416 37.35472, -122.10746 37.35288, -122.109501 37.35398, -122.115758 37.355966, -122.11796 37.35771, -122.120229 37.36112, -122.12029 37.36122, -122.1216 37.36268, -122.12316 37.36362, -122.12634 37.36447, -122.13052 37.3648, -122.137596 37.366878, -122.13981 37.36801, -122.14298 37.37113, -122.15081 37.378816, -122.151437 37.380107, -122.152654 37.385023, -122.15339 37.38651))",4469,2593,1544,239435.0,2000001.0,,3501.0,,3218,963,1059,282,6,85,511701,326,1646,27,107,1416,128,4001.0,95977.0,1544,26,19,10,20,10,12,8,0,0,44,61,94,104,118,132,886,129,0,0,11,0,0,11,10,97,53,0,0,15,0,0,20,9,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06085511701,2000001.0,,2691.0,514.0,63,8,0,5,0,9,0,0,6,85,511701,41,75,15,0,13,0,0,27,15,5,44,0,0,0,20,0,0,0,24,40,10,11,0,0,0,0,0,19,103559.0,0.08290155440414508,0.41978071156858354,0.81727781230578,0.3010033444816054,0.0,False,False,False,True,Stable / Higher Income
06,085,511702,1400000US06085511702,06085511702,5117.02,Census Tract 5117.02,CA,Santa Clara County,California,CT,2629241,0,"POLYGON ((-122.10792 37.36306, -122.10866 37.36382, -122.106853 37.365357, -122.104676 37.365836, -122.099079 37.36151, -122.09702 37.35994, -122.08758 37.35264, -122.085538 37.351068, -122.085855 37.348849, -122.087504 37.346509, -122.090594 37.344255, -122.091622 37.341595, -122.091799 37.341716, -122.09401 37.34356, -122.09564 37.34479, -122.103119 37.348228, -122.10746 37.35288, -122.10416 37.35472, -122.10243 37.35609, -122.10769 37.36047, -122.10927 37.36139, -122.10792 37.36306))",3100,1667,1027,250001.0,2000001.0,,3501.0,,2176,615,750,310,6,85,511702,243,1092,122,55,896,131,4001.0,124231.0,1027,6,0,0,16,9,15,0,11,24,13,56,42,36,12,60,727,108,15,0,9,7,0,0,0,77,15,9,0,0,0,0,0,0,6,9,0,0,0,0,0,9,0,0,15,8,0,0,0,0,0,7,0,06085511702,2000001.0,,3501.0,,8,0,0,5,0,0,0,0,6,85,511702,3,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,101493.0,0.12755598831548198,0.46225806451612905,0.8814338235294118,0.0,0.0,False,False,False,False,Stable / Higher Income
06,085,508503,1400000US06085508503,06085508503,5085.03,Census Tract 5085.03,CA,Santa Clara County,California,CT,1468403,0,"POLYGON ((-122.03269 37.36435, -122.03211 37.3675, -122.02493 37.36164, -122.022429 37.359542, -122.02238 37.3595, -122.01527 37.35368, -122.01404 37.35295, -122.01407 37.35209, -122.02014 37.3521, -122.02203 37.35204, -122.02354 37.35205, -122.02602 37.35208, -122.03242 37.35204, -122.032386 37.354528, -122.03242 37.35525, -122.032431 37.356422, -122.03236 37.35895, -122.03234 37.36304, -122.03269 37.36435))",6058,1308,2622,166235.0,1391100.0,589722.0,2780.0,218.0,4367,1401,1728,26,6,85,508503,251,2868,0,59,523,2099,2693.0,103082.0,2622,83,47,0,123,10,0,41,0,65,108,104,205,197,139,475,1025,816,51,26,150,95,18,64,58,354,64,0,0,0,0,15,13,0,36,81,0,0,0,0,24,22,16,19,340,17,0,56,0,0,0,0,267,06085508503,1227800.0,167307.0,2268.0,84.0,832,33,21,176,46,31,53,55,6,85,508503,417,62,0,0,0,0,0,29,0,33,217,0,16,21,13,17,29,0,121,112,30,0,51,0,0,15,0,16,80469.0,0.8005339435545386,0.7840871574777154,0.77994046256011,0.2257495590828924,0.13300211760873107,False,True,False,False,Stable / Higher Income
06,085,504700,1400000US06085504700,06085504700,5047,Census Tract 5047,CA,Santa Clara County,California,CT,6713012,0,"POLYGON ((-122.068566 37.416807, -122.063982 37.416591, -122.06406 37.41906, -122.06051 37.41903, -122.058553 37.424713, -122.058005 37.426614, -122.059772 37.426839, -122.059673 37.434039, -122.054472 37.435739, -122.049172 37.426139, -122.043572 37.427239, -122.041089 37.427007, -122.040418 37.426947, -122.040231 37.426988, -122.037305 37.426717, -122.037118 37.426649, -122.03531 37.42645, -122.036924 37.420102, -122.03703 37.419, -122.037273 37.401432, -122.037361 37.400906, -122.046872 37.403006, -122.049989 37.403698, -122.05129 37.40399, -122.05136 37.40401, -122.056433 37.405359, -122.061834 37.406554, -122.0646 37.40715, -122.06627 37.40752, -122.065714 37.408819, -122.06355 37.40976, -122.063722 37.410207, -122.068626 37.410061, -122.068566 37.416807))",707,296,192,186042.0,,,3501.0,,377,112,106,18,6,85,504700,5,201,0,40,0,192,4001.0,94239.0,192,0,0,0,0,8,0,0,0,0,0,16,38,6,0,41,83,8,4,0,0,0,0,0,0,4,10,0,0,0,8,2,0,0,0,63,0,10,0,0,0,8,6,39,0,0,0,0,0,0,0,0,0,06085504700,,,3501.0,,13,0,0,0,0,0,0,0,6,85,504700,13,14,5,0,5,0,0,0,0,4,64,8,4,0,9,0,8,4,31,17,9,0,0,0,0,8,0,0,54333.0,1.0,0.5813295615275813,0.6392572944297082,0.0,,False,True,False,False,Stable / Higher Income
06,085,506000,1400000US06085506000,06085506000,5060,Census Tract 5060,CA,Santa Clara County,California,CT,1339295,0,"POLYGON ((-121.96975 37.34063, -121.9666 37.34162, -121.96424 37.34236, -121.96011 37.34363, -121.95929 37.34368, -121.95452 37.34421, -121.953365 37.345507, -121.95264 37.344, -121.95139 37.34167, -121.95535 37.34053, -121.95852 37.33687, -121.96007 37.33501, -121.96434 37.32989, -121.9664 37.32743, -121.9675 37.32865, -121.96773 37.32988, -121.96773 37.33498, -121.96782 37.33573, -121.96975 37.34063))",4905,1923,1804,191783.0,1466100.0,138808.0,3162.0,114.0,3737,1219,826,110,6,85,506000,227,1919,261,24,1191,613,3339.0,83750.0,1804,12,6,37,80,0,22,8,33,35,6,53,176,74,184,242,836,286,27,0,0,0,11,28,18,202,82,0,10,17,0,9,0,29,17,141,0,0,14,0,0,42,0,85,143,29,0,20,0,77,0,17,0,06085506000,979100.0,52335.0,2597.0,169.0,293,78,11,21,10,34,9,29,6,85,506000,101,124,18,0,23,28,17,0,14,24,36,10,0,0,0,0,0,0,26,104,47,12,15,0,0,0,0,30,56538.0,0.33980044345898003,0.6079510703363915,0.6374096869146374,0.21755872160184828,0.49739556735777757,False,False,False,True,Stable / Higher Income
06,085,505202,1400000US06085505202,06085505202,5052.02,Census Tract 5052.02,CA,Santa Clara County,California,CT,9163626,0,"POLYGON ((-121.987271 37.370929, -121.986926 37.371817, -121.986896 37.37407, -121.986969 37.37758, -121.98697 37.37778, -121.986976 37.388448, -121.97699 37.385598, -121.964048 37.381894, -121.95376 37.37902, -121.94752 37.37775, -121.946188 37.37512, -121.945774 37.373635, -121.94575 37.37352, -121.94356 37.37322, -121.9433 37.37207, -121.941264 37.36987, -121.941259 37.368357, -121.94154 37.36654, -121.939674 37.364885, -121.933153 37.358649, -121.93471 37.35678, -121.932111 37.356424, -121.932135 37.351219, -121.937553 37.353984, -121.94383 37.356683, -121.94647 37.35582, -121.9512 37.35413, -121.95518 37.35341, -121.95452 37.35228, -121.95713 37.35228, -121.95935 37.35228, -121.95944 37.35576, -121.95948 37.35903, -121.95945 37.36102, -121.95946 37.36349, -121.96528 37.36602, -121.973317 37.369449, -121.97681 37.3703, -121.977816 37.370412, -121.97826 37.37046, -121.982571 37.370478, -121.987296 37.370442, -121.987271 37.370929))",8473,2028,3572,138438.0,1154400.0,86037.0,3154.0,155.0,6343,1589,1275,156,6,85,505202,272,3823,48,474,884,2688,3172.0,75612.0,3572,292,14,30,135,82,25,15,48,53,128,142,366,352,172,313,1405,978,71,0,91,35,119,104,38,520,267,11,0,24,0,43,26,0,163,293,11,15,0,14,66,0,0,187,130,10,0,10,13,13,42,0,42,06085505202,884100.0,59617.0,1995.0,137.0,484,20,81,84,22,92,18,3,6,85,505202,164,150,28,16,16,38,0,0,21,31,337,4,63,28,67,47,0,17,111,150,0,0,0,0,63,58,0,29,42713.0,0.7525195968645016,0.7606514811754986,0.5189973198801828,0.580952380952381,0.3057346454021038,False,True,True,True,Stable / Higher Income
